user_id,timestamp,amount,txn_type,app_name
3,2024-12-19 14:00:02.933939,694.99,debit,PhonePe
3,2025-04-27 03:18:19.390343,747.51,credit,Paytm
3,2025-01-28 19:33:25.346528,279.24,debit,Paytm
3,2024-12-20 03:28:57.128516,676.61,credit,GooglePay
3,2025-02-21 16:00:52.040377,998.62,debit,PhonePe
3,2025-05-31 07:20:01.777897,598.5,credit,GooglePay
3,2025-05-10 05:29:48.365131,490.61,debit,GooglePay
3,2025-03-11 16:38:32.199034,885.38,debit,GooglePay
3,2025-03-20 09:33:36.319877,117.22,debit,GooglePay
3,2025-04-19 22:06:09.291182,469.5,debit,PhonePe
3,2025-05-22 02:45:24.467338,854.34,debit,Paytm
3,2024-12-20 23:33:35.212350,798.65,debit,PhonePe
3,2024-12-05 09:34:51.871774,999.43,credit,GooglePay
3,2025-01-13 09:48:10.390367,222.29,credit,Paytm
3,2025-03-30 00:55:53.456541,167.84,credit,PhonePe
3,2025-05-22 01:00:47.480658,164.39,debit,GooglePay
4,2025-02-22 09:16:26.499655,24.4,credit,GooglePay
4,2025-03-31 20:17:36.575654,628.22,debit,PhonePe
4,2025-01-15 06:52:30.048851,817.52,debit,Paytm
4,2025-04-27 12:56:07.074559,230.86,credit,PhonePe
4,2025-05-29 18:20:35.612314,740.01,credit,PhonePe
4,2025-03-02 04:41:32.751608,89.44,credit,PhonePe
4,2025-05-17 07:21:43.280417,829.83,credit,GooglePay
4,2025-03-16 12:30:18.231796,471.01,credit,PhonePe
4,2025-05-02 10:18:56.431836,53.9,credit,Paytm
4,2025-04-08 13:54:57.913793,648.15,debit,Paytm
4,2025-02-05 07:56:31.652184,400.77,debit,GooglePay
4,2024-12-04 06:36:31.217048,478.71,credit,GooglePay
4,2025-02-03 23:09:52.693110,831.67,debit,PhonePe
4,2025-03-11 10:32:05.521777,236.56,debit,GooglePay
4,2025-04-01 17:54:00.929756,258.87,debit,PhonePe
4,2025-03-22 04:39:07.428734,175.8,credit,PhonePe
4,2025-04-04 19:25:53.087641,351.0,credit,PhonePe
4,2025-05-05 07:11:25.930338,97.85,credit,GooglePay
4,2025-04-26 16:59:34.966776,85.19,credit,PhonePe
4,2025-03-27 06:14:23.111913,494.61,debit,PhonePe
4,2025-01-18 13:32:33.916514,846.78,credit,PhonePe
4,2025-03-18 01:01:46.755189,889.98,debit,GooglePay
4,2025-03-05 10:42:32.352041,639.98,debit,PhonePe
4,2025-05-21 03:23:06.797734,345.39,debit,PhonePe
5,2025-05-14 03:40:22.202714,962.35,credit,GooglePay
5,2025-02-01 22:25:16.612842,335.93,credit,Paytm
5,2025-01-04 11:54:42.081218,375.86,debit,PhonePe
5,2025-03-05 22:10:10.155897,979.59,credit,GooglePay
5,2025-05-23 07:44:42.150958,548.22,debit,Paytm
5,2025-01-01 04:56:34.214228,800.91,credit,Paytm
5,2025-01-31 13:13:04.800754,459.17,credit,GooglePay
5,2025-05-07 23:52:38.498646,323.21,credit,Paytm
5,2025-01-11 01:24:52.349105,255.17,credit,GooglePay
5,2025-02-14 02:57:11.260120,422.67,credit,Paytm
5,2025-03-05 05:10:49.779508,395.41,credit,PhonePe
5,2025-03-27 11:01:38.771727,398.4,debit,PhonePe
5,2025-05-24 16:49:13.208038,563.08,credit,Paytm
5,2025-05-27 02:20:47.714797,324.74,credit,Paytm
5,2025-01-16 23:06:40.627542,367.29,credit,Paytm
5,2024-12-14 09:01:24.983683,541.15,credit,PhonePe
5,2025-01-21 07:16:58.342732,921.95,debit,Paytm
5,2025-05-25 10:01:51.988405,660.93,credit,PhonePe
5,2025-01-25 23:50:37.250284,609.77,credit,Paytm
5,2025-01-13 22:57:41.603817,683.78,debit,Paytm
5,2025-03-24 14:17:46.571111,497.83,credit,GooglePay
6,2025-02-23 00:01:20.884600,621.78,debit,GooglePay
6,2025-04-25 07:13:39.775123,945.82,debit,GooglePay
6,2025-01-24 10:16:17.225462,179.5,debit,PhonePe
6,2024-12-11 19:02:56.324987,403.9,debit,GooglePay
6,2025-02-11 06:32:07.665283,813.23,credit,GooglePay
6,2025-01-19 23:12:14.052483,942.97,credit,Paytm
6,2025-05-18 01:31:08.142455,646.03,debit,GooglePay
6,2024-12-23 19:15:07.083285,812.78,debit,PhonePe
6,2025-05-28 15:51:41.224855,972.46,credit,Paytm
6,2025-02-17 14:29:47.261745,850.71,credit,PhonePe
7,2025-01-09 04:16:30.880970,118.97,debit,PhonePe
7,2025-05-24 01:30:51.857187,84.91,credit,PhonePe
7,2024-12-26 04:33:12.891536,821.28,credit,Paytm
7,2025-01-23 16:32:56.465653,628.24,credit,PhonePe
7,2025-05-23 05:11:28.062257,637.32,credit,GooglePay
7,2025-05-08 08:52:14.499220,317.99,debit,Paytm
7,2025-03-31 00:52:17.118547,161.69,credit,PhonePe
7,2025-04-14 16:04:47.731808,731.89,debit,PhonePe
7,2025-04-10 02:00:06.015767,332.54,credit,GooglePay
7,2025-03-05 23:02:07.200819,706.4,credit,Paytm
7,2025-01-29 17:00:23.082042,471.27,debit,PhonePe
7,2025-03-17 17:07:59.692457,178.06,debit,Paytm
7,2025-03-15 11:48:59.911936,450.0,credit,Paytm
7,2025-04-14 02:34:45.503946,694.74,debit,Paytm
7,2025-04-26 03:57:34.586936,390.09,debit,Paytm
7,2024-12-22 02:34:06.677729,779.38,credit,GooglePay
7,2025-03-20 06:29:03.079956,119.83,debit,Paytm
7,2025-01-12 18:32:58.502162,389.51,credit,GooglePay
7,2025-05-02 17:57:46.121113,907.26,credit,GooglePay
7,2025-01-08 22:19:57.111386,960.79,debit,PhonePe
7,2025-05-14 12:57:38.105839,986.24,debit,GooglePay
7,2025-04-09 09:38:58.537878,756.96,debit,GooglePay
7,2025-01-07 15:50:11.753863,152.35,debit,Paytm
7,2024-12-14 04:02:33.363391,396.11,debit,GooglePay
7,2024-12-21 14:51:00.296865,232.8,credit,PhonePe
7,2025-05-19 14:11:00.786854,795.92,debit,PhonePe
7,2024-12-22 10:33:05.125254,907.02,credit,Paytm
7,2025-05-11 00:45:59.894356,418.42,credit,GooglePay
7,2025-05-31 02:57:58.510443,197.42,debit,GooglePay
7,2024-12-14 06:41:48.959474,715.88,debit,PhonePe
7,2024-12-12 08:35:06.169106,291.77,debit,PhonePe
7,2024-12-20 07:14:57.261820,140.87,credit,Paytm
7,2025-05-27 09:23:37.584181,408.14,debit,Paytm
7,2025-04-04 20:11:16.841132,132.09,credit,Paytm
7,2025-04-14 09:01:27.027197,362.98,debit,PhonePe
7,2025-05-19 13:29:56.283458,656.45,credit,Paytm
7,2025-02-01 17:03:27.059905,915.35,credit,GooglePay
7,2024-12-31 10:29:58.613808,254.72,debit,PhonePe
7,2024-12-31 11:13:21.150594,128.44,debit,Paytm
7,2025-01-22 20:58:21.435797,553.29,credit,GooglePay
7,2025-03-01 19:07:43.860543,962.53,credit,GooglePay
7,2025-02-15 04:58:30.228917,206.96,debit,GooglePay
7,2024-12-22 21:08:39.461786,528.71,credit,GooglePay
7,2025-04-17 13:05:46.219922,218.82,credit,Paytm
7,2025-01-12 15:41:19.784803,918.54,debit,GooglePay
7,2025-04-15 09:39:38.194078,225.02,debit,PhonePe
7,2025-03-23 19:43:03.046767,155.6,debit,Paytm
7,2025-03-23 18:26:37.453095,711.28,debit,Paytm
7,2025-05-14 08:31:02.972558,924.57,credit,PhonePe
7,2025-05-01 18:45:41.161872,364.25,debit,PhonePe
8,2025-05-27 12:40:55.154833,498.26,debit,Paytm
8,2025-01-13 22:38:54.473588,286.52,credit,Paytm
8,2025-04-26 09:31:15.081882,277.89,debit,GooglePay
8,2025-02-02 20:45:49.765974,530.27,debit,GooglePay
8,2025-02-02 02:08:57.072962,731.72,credit,Paytm
8,2025-02-27 11:01:18.881814,999.88,debit,GooglePay
8,2025-01-25 18:28:54.732940,852.32,credit,PhonePe
8,2025-03-18 02:09:24.894767,540.68,credit,Paytm
8,2025-05-21 11:06:56.546140,620.75,debit,Paytm
8,2025-05-18 16:44:40.887821,910.15,debit,GooglePay
8,2024-12-13 01:14:20.447932,866.79,credit,GooglePay
8,2024-12-20 19:19:01.918925,500.0,credit,PhonePe
8,2024-12-28 03:28:06.468464,595.42,credit,PhonePe
8,2025-02-18 21:15:41.380698,799.38,debit,Paytm
8,2025-06-03 03:16:15.345954,950.57,credit,GooglePay
8,2025-01-05 02:09:15.407707,580.06,credit,Paytm
9,2025-01-28 15:22:50.087806,95.9,credit,Paytm
9,2024-12-12 20:51:49.344253,991.31,credit,Paytm
9,2025-03-03 00:45:05.370089,758.87,debit,GooglePay
9,2025-02-02 12:28:40.467757,646.83,credit,PhonePe
9,2024-12-13 04:47:44.395762,501.98,credit,GooglePay
9,2024-12-12 21:01:38.398304,979.83,debit,PhonePe
9,2024-12-28 04:55:59.146361,264.78,credit,Paytm
9,2025-03-31 08:27:31.653239,226.12,debit,Paytm
9,2025-01-07 02:55:24.514297,86.72,credit,Paytm
9,2025-04-21 21:44:16.193907,995.61,debit,Paytm
9,2025-03-13 09:16:40.201633,522.25,credit,GooglePay
9,2025-04-22 18:33:57.429294,735.97,credit,Paytm
9,2025-01-11 03:46:44.858935,416.69,debit,PhonePe
9,2025-05-09 11:07:08.253692,100.02,credit,PhonePe
9,2025-02-24 10:55:41.593466,327.96,credit,GooglePay
9,2025-03-02 13:34:25.589467,381.53,credit,GooglePay
9,2025-05-29 06:47:36.233330,231.22,credit,Paytm
9,2025-05-01 19:26:15.247492,23.58,credit,Paytm
9,2024-12-16 15:24:29.691227,66.95,credit,Paytm
9,2025-01-06 07:55:46.279581,172.77,credit,Paytm
9,2025-02-08 09:35:17.397127,260.97,credit,GooglePay
9,2025-01-21 21:54:50.537664,796.73,debit,Paytm
9,2025-03-16 22:44:48.564278,369.85,debit,Paytm
9,2025-01-24 06:09:15.588795,789.76,credit,GooglePay
9,2025-01-05 18:41:12.873311,256.43,credit,PhonePe
9,2025-05-15 00:23:00.305042,668.22,debit,Paytm
9,2025-05-02 13:08:04.593639,687.15,debit,GooglePay
9,2025-06-01 01:55:53.668142,137.89,credit,PhonePe
9,2024-12-31 20:17:55.151001,942.88,debit,GooglePay
9,2025-05-19 23:28:05.190377,440.67,debit,GooglePay
9,2025-04-11 08:49:39.653482,543.76,debit,GooglePay
9,2024-12-16 19:19:57.094279,615.44,credit,GooglePay
9,2024-12-21 04:23:52.255597,779.41,debit,PhonePe
9,2025-04-11 23:19:26.812181,879.34,credit,PhonePe
9,2025-01-13 02:21:40.149087,633.73,debit,GooglePay
9,2025-03-16 00:40:03.967378,246.69,credit,PhonePe
9,2025-03-06 21:40:18.352383,221.19,credit,PhonePe
9,2025-01-29 09:24:08.474181,960.95,credit,PhonePe
9,2025-03-05 02:59:50.206204,214.2,credit,PhonePe
9,2025-05-09 04:44:28.455063,467.65,debit,Paytm
9,2025-03-30 17:01:12.024670,11.32,credit,Paytm
9,2025-05-26 00:49:28.898148,280.19,debit,PhonePe
9,2024-12-15 16:48:33.180797,947.95,credit,GooglePay
9,2025-03-05 00:45:41.803038,36.71,credit,PhonePe
9,2025-03-26 06:34:24.155604,557.09,credit,PhonePe
9,2025-01-11 18:44:38.364610,923.98,credit,GooglePay
9,2025-04-04 00:40:44.516279,925.64,debit,Paytm
9,2025-04-20 00:18:10.672628,480.02,debit,GooglePay
9,2025-05-26 02:06:54.316720,156.01,credit,Paytm
10,2025-02-13 05:26:24.567509,588.91,credit,Paytm
10,2025-02-18 14:54:17.475525,835.42,debit,PhonePe
10,2025-01-29 12:33:43.821671,87.73,debit,GooglePay
10,2025-05-20 20:12:57.974957,95.6,credit,PhonePe
10,2025-05-14 14:26:58.154880,257.7,debit,GooglePay
10,2025-02-03 22:13:02.086544,483.91,credit,PhonePe
10,2025-01-06 16:30:32.289528,29.95,credit,Paytm
10,2025-02-12 05:42:04.742685,499.28,credit,PhonePe
10,2025-05-02 06:17:07.241205,157.22,credit,GooglePay
10,2025-02-10 19:43:40.348291,876.03,debit,PhonePe
10,2025-03-25 10:04:00.296262,22.46,debit,GooglePay
10,2025-01-28 10:51:02.531235,362.2,credit,GooglePay
10,2024-12-31 19:52:46.947828,554.02,credit,PhonePe
10,2024-12-27 01:19:00.224361,327.1,credit,Paytm
10,2025-06-02 06:26:51.073054,960.58,credit,PhonePe
10,2025-05-02 12:52:36.682576,299.05,credit,Paytm
11,2025-04-21 09:42:27.335593,23.19,debit,Paytm
11,2025-06-01 21:57:47.169291,838.92,debit,GooglePay
11,2025-04-08 15:39:25.410730,803.02,credit,GooglePay
11,2025-05-28 10:23:54.461358,746.18,debit,GooglePay
11,2025-02-23 01:55:06.502089,425.77,debit,Paytm
11,2025-03-30 18:54:39.936926,902.94,debit,GooglePay
11,2025-04-28 23:26:34.836431,325.03,debit,Paytm
11,2025-06-02 20:29:16.048018,813.9,debit,PhonePe
11,2025-02-18 01:38:34.955510,445.77,credit,GooglePay
11,2025-01-04 05:50:59.511199,666.0,credit,Paytm
11,2025-05-06 12:13:55.404986,892.21,credit,PhonePe
11,2025-05-01 09:18:31.214868,162.41,credit,PhonePe
11,2025-05-10 11:18:00.084937,777.38,debit,Paytm
11,2025-03-02 01:55:51.581736,452.56,credit,PhonePe
11,2025-05-19 05:40:03.220894,150.9,debit,GooglePay
11,2025-04-01 08:22:32.891893,984.85,credit,Paytm
11,2025-02-27 00:54:02.952314,405.57,credit,PhonePe
11,2025-04-17 14:52:59.909515,993.12,debit,GooglePay
11,2025-05-04 23:39:50.247970,106.64,debit,PhonePe
11,2025-02-15 11:26:50.269159,46.57,credit,Paytm
11,2025-01-02 19:11:28.630845,893.34,debit,GooglePay
11,2024-12-03 12:05:21.413491,190.5,debit,Paytm
11,2025-01-25 19:32:39.600687,173.42,debit,PhonePe
11,2025-05-12 19:03:49.750098,799.2,debit,PhonePe
11,2025-02-10 20:26:13.359204,753.1,debit,GooglePay
11,2025-03-12 16:05:34.593312,991.46,debit,GooglePay
12,2025-05-26 00:08:52.986208,108.91,credit,GooglePay
12,2024-12-04 22:01:23.908842,539.22,credit,PhonePe
12,2025-03-16 05:38:30.857932,910.94,debit,Paytm
12,2025-01-07 10:58:11.014365,657.68,debit,PhonePe
12,2025-05-16 20:31:02.044343,801.52,credit,GooglePay
12,2024-12-19 01:07:15.791276,725.43,debit,GooglePay
12,2025-03-15 13:32:16.427916,62.73,debit,PhonePe
12,2025-02-09 17:48:05.050280,875.24,debit,GooglePay
12,2025-05-15 19:01:59.485287,954.04,credit,Paytm
12,2025-03-14 16:48:08.920552,43.57,credit,PhonePe
12,2025-05-29 15:38:36.419421,396.58,debit,PhonePe
12,2025-03-08 01:31:37.865613,479.94,debit,GooglePay
12,2025-02-26 23:32:55.276657,110.84,credit,Paytm
12,2025-05-27 15:23:01.168267,850.71,debit,GooglePay
12,2024-12-09 11:38:44.727936,937.2,debit,GooglePay
12,2024-12-05 14:36:13.235440,714.83,debit,Paytm
12,2024-12-09 11:02:21.907402,561.15,credit,PhonePe
12,2025-02-07 06:10:10.236516,348.84,credit,Paytm
12,2025-04-17 21:00:18.140209,923.1,debit,PhonePe
12,2024-12-16 07:55:02.189763,661.34,debit,PhonePe
13,2025-01-22 07:30:40.238910,805.62,credit,Paytm
13,2025-04-19 19:36:38.548022,779.58,debit,GooglePay
13,2025-02-03 11:42:42.380587,548.25,debit,GooglePay
13,2025-05-03 14:43:15.861528,668.74,credit,PhonePe
13,2024-12-29 20:44:57.689347,896.92,credit,Paytm
13,2025-01-27 20:02:25.582660,341.6,credit,PhonePe
13,2025-05-22 04:52:43.951377,776.36,debit,PhonePe
13,2025-05-04 03:12:36.775487,966.0,debit,Paytm
13,2025-05-07 04:19:49.400800,789.65,credit,GooglePay
13,2024-12-13 09:18:46.483968,560.11,credit,GooglePay
13,2025-04-29 12:55:42.520247,872.29,debit,PhonePe
13,2024-12-10 20:17:49.087802,561.01,credit,Paytm
14,2025-03-29 12:21:58.889408,898.16,credit,PhonePe
14,2025-03-25 08:36:10.983951,256.66,debit,GooglePay
14,2024-12-31 22:06:19.481074,304.63,debit,PhonePe
14,2025-04-22 23:31:40.928509,246.17,credit,GooglePay
14,2025-02-16 00:28:35.421676,879.72,credit,GooglePay
14,2025-02-15 11:06:54.195528,88.25,debit,Paytm
14,2025-02-25 12:53:46.268289,392.34,credit,Paytm
14,2025-05-25 04:43:58.437288,268.9,debit,GooglePay
14,2025-03-29 08:27:37.343241,173.38,debit,Paytm
14,2025-05-31 14:59:55.538964,416.52,debit,Paytm
14,2025-03-25 20:26:02.095242,496.66,debit,PhonePe
14,2025-02-14 17:18:21.789986,211.6,debit,GooglePay
14,2025-01-05 06:27:12.160697,442.23,debit,Paytm
14,2024-12-16 09:37:11.933778,773.7,debit,GooglePay
14,2025-03-24 13:14:58.676840,60.35,debit,GooglePay
14,2025-05-05 19:00:14.886216,138.53,debit,PhonePe
14,2025-04-30 13:39:24.355669,426.27,debit,Paytm
14,2025-04-08 17:47:23.861956,213.84,debit,Paytm
14,2025-04-16 08:11:02.140579,234.06,credit,PhonePe
14,2025-03-12 23:44:33.103896,315.01,debit,PhonePe
14,2025-01-12 20:00:22.314675,376.81,credit,GooglePay
14,2024-12-10 21:57:38.967586,684.08,credit,PhonePe
14,2025-02-06 00:57:41.600881,647.17,credit,GooglePay
14,2025-01-18 21:59:04.973174,597.31,credit,Paytm
14,2025-05-28 09:56:34.422338,991.11,debit,GooglePay
14,2024-12-24 22:32:50.247304,621.65,credit,GooglePay
14,2025-05-11 09:21:53.708140,232.36,credit,Paytm
14,2025-02-09 20:46:52.792074,885.37,debit,GooglePay
15,2025-01-03 20:22:38.842125,242.9,credit,PhonePe
15,2025-05-16 11:12:55.952869,953.59,debit,PhonePe
15,2025-04-20 10:35:43.284918,472.08,credit,PhonePe
15,2025-05-08 21:42:15.492360,956.22,debit,PhonePe
15,2025-05-16 10:08:52.962781,586.96,credit,PhonePe
15,2025-04-10 22:52:33.300474,261.76,debit,PhonePe
15,2025-05-11 09:18:57.039279,762.07,debit,PhonePe
15,2025-02-10 07:53:33.505329,137.64,credit,PhonePe
15,2025-02-10 18:08:11.122454,816.16,debit,Paytm
15,2025-05-23 00:10:28.778104,375.71,debit,Paytm
15,2025-01-15 03:33:15.382274,276.91,debit,Paytm
15,2025-05-02 05:14:03.175537,627.72,debit,PhonePe
15,2024-12-07 22:29:17.987187,568.14,debit,Paytm
15,2025-05-14 11:42:42.206398,769.8,debit,PhonePe
15,2025-04-07 16:48:44.912070,819.8,debit,GooglePay
15,2025-01-02 18:56:45.667945,364.67,credit,GooglePay
15,2025-01-17 05:33:45.536274,296.71,debit,GooglePay
15,2025-03-11 02:52:37.629465,364.46,credit,GooglePay
15,2025-05-03 08:06:46.445175,660.96,debit,GooglePay
15,2025-02-13 00:12:26.065833,977.9,credit,PhonePe
15,2025-01-15 18:47:33.384816,904.57,credit,GooglePay
15,2025-04-21 07:28:19.523799,418.86,credit,Paytm
15,2025-01-18 21:53:02.925477,568.36,debit,PhonePe
15,2025-05-12 12:34:43.655002,505.0,debit,GooglePay
15,2025-01-23 15:13:51.169263,785.72,debit,Paytm
15,2025-03-08 11:25:39.670365,285.17,debit,GooglePay
16,2025-03-19 09:44:35.025985,830.5,credit,PhonePe
16,2025-05-08 18:32:23.832033,115.92,credit,GooglePay
16,2024-12-03 15:20:35.831362,677.6,debit,Paytm
16,2025-03-04 08:21:26.103674,889.6,credit,Paytm
16,2025-05-20 21:12:41.337178,402.9,credit,GooglePay
16,2025-01-15 17:39:16.296334,294.42,credit,PhonePe
16,2024-12-13 06:19:26.095259,526.83,credit,PhonePe
16,2025-05-21 14:51:06.336893,432.9,debit,Paytm
16,2024-12-25 05:14:52.789158,587.1,credit,GooglePay
16,2025-03-22 07:20:15.244404,571.11,credit,GooglePay
16,2024-12-26 06:07:57.046631,281.65,credit,GooglePay
16,2025-01-31 00:33:59.201124,236.0,credit,GooglePay
16,2025-01-12 23:48:51.118157,534.66,credit,GooglePay
16,2025-03-25 15:20:46.074067,546.44,debit,Paytm
16,2025-04-26 22:48:13.513967,80.64,debit,Paytm
16,2025-02-20 07:34:10.379452,464.49,credit,PhonePe
16,2024-12-30 10:17:52.141607,750.58,debit,Paytm
16,2024-12-19 07:27:35.617633,381.37,credit,GooglePay
16,2025-04-01 10:32:08.503533,405.39,debit,Paytm
16,2025-03-14 18:41:15.194284,410.66,credit,PhonePe
16,2025-05-18 10:22:17.285785,264.89,debit,GooglePay
16,2025-03-24 01:58:20.638008,355.14,credit,GooglePay
16,2025-03-02 16:28:50.752701,98.02,credit,PhonePe
16,2025-04-29 16:26:21.988240,140.93,debit,Paytm
16,2025-04-21 06:07:34.470514,220.74,debit,GooglePay
16,2025-02-25 03:57:31.730073,506.75,debit,GooglePay
16,2025-05-03 02:34:37.252441,666.71,credit,Paytm
16,2025-04-22 03:27:18.701638,110.94,debit,Paytm
16,2025-01-03 15:04:09.763268,875.53,debit,GooglePay
16,2025-02-18 07:18:28.868253,734.65,debit,GooglePay
16,2025-04-17 12:38:36.600396,951.31,debit,Paytm
16,2024-12-10 12:14:49.474813,427.14,credit,GooglePay
16,2025-02-19 00:18:15.755651,277.93,credit,GooglePay
16,2024-12-21 06:21:15.218128,256.81,debit,PhonePe
16,2025-03-06 10:23:06.707124,143.11,debit,GooglePay
16,2025-01-21 09:20:59.475038,585.62,credit,PhonePe
16,2025-05-31 21:35:15.923333,476.31,credit,GooglePay
16,2025-05-05 06:12:26.067279,505.47,debit,Paytm
17,2025-01-18 00:48:48.831630,157.7,credit,PhonePe
17,2024-12-12 04:13:42.835274,674.92,credit,PhonePe
17,2024-12-05 01:37:12.402507,779.59,debit,GooglePay
17,2025-01-13 01:33:04.888868,634.18,credit,Paytm
17,2024-12-07 22:37:29.333392,336.85,debit,Paytm
17,2025-04-01 23:41:55.793108,862.34,credit,PhonePe
17,2025-02-08 14:18:25.655960,506.49,credit,PhonePe
17,2025-06-02 18:11:50.320180,373.83,debit,Paytm
17,2025-04-13 07:42:47.117420,424.69,debit,GooglePay
17,2025-03-11 17:21:12.921748,98.58,debit,GooglePay
17,2025-02-24 15:49:36.361562,337.96,debit,Paytm
17,2025-05-27 10:48:36.871952,746.53,credit,GooglePay
17,2025-04-20 11:08:01.512629,865.04,debit,GooglePay
17,2024-12-28 09:39:51.571204,193.17,credit,GooglePay
17,2025-02-11 13:34:01.298243,974.64,debit,GooglePay
17,2024-12-08 11:56:32.083602,710.75,credit,GooglePay
17,2025-03-29 00:17:36.492180,215.26,debit,PhonePe
17,2024-12-05 21:02:37.580719,230.9,debit,PhonePe
17,2025-05-17 00:39:42.348419,403.39,credit,GooglePay
17,2025-02-05 22:08:24.389911,736.1,debit,GooglePay
17,2025-01-03 16:04:26.646130,240.84,credit,Paytm
17,2025-03-07 07:20:20.078053,244.72,credit,GooglePay
17,2024-12-24 08:20:02.897445,28.07,credit,Paytm
17,2025-03-29 02:23:46.704754,876.71,debit,GooglePay
18,2025-01-01 09:28:49.855148,378.71,debit,Paytm
18,2024-12-07 08:16:59.919592,162.29,credit,GooglePay
18,2024-12-21 00:17:15.711199,822.26,debit,GooglePay
18,2025-04-10 07:23:56.558675,582.48,credit,PhonePe
18,2025-02-23 09:35:34.170840,982.07,debit,GooglePay
18,2024-12-26 07:22:08.304215,571.98,credit,Paytm
18,2025-04-07 11:56:06.555446,987.02,debit,Paytm
18,2024-12-11 04:22:21.055095,606.55,debit,GooglePay
18,2025-04-16 07:08:58.001943,406.04,credit,Paytm
18,2025-01-13 11:43:59.533559,327.25,credit,Paytm
18,2025-04-14 23:15:35.885642,973.05,credit,GooglePay
18,2024-12-18 03:39:53.905441,51.5,credit,GooglePay
18,2025-05-16 21:37:20.665173,868.77,debit,PhonePe
18,2025-03-17 11:57:03.773959,216.87,credit,PhonePe
18,2025-04-15 02:56:00.466414,545.13,credit,GooglePay
18,2025-05-03 19:45:36.280751,818.13,credit,GooglePay
18,2025-04-25 04:34:12.799080,270.16,debit,PhonePe
18,2025-03-19 15:42:12.525492,544.68,credit,PhonePe
18,2025-05-08 17:29:00.868515,951.83,debit,GooglePay
18,2025-03-21 05:28:06.545772,851.87,debit,GooglePay
18,2025-04-09 05:19:46.682624,992.41,credit,PhonePe
18,2025-04-01 06:19:17.400996,466.38,debit,Paytm
18,2025-04-26 23:36:44.856255,551.85,credit,GooglePay
18,2025-04-05 17:33:26.874747,664.33,debit,GooglePay
18,2025-01-28 22:24:54.649322,489.46,debit,GooglePay
18,2025-05-11 09:16:15.669914,673.81,debit,PhonePe
18,2025-01-05 02:26:43.433455,384.29,credit,PhonePe
18,2025-04-20 22:56:19.506679,86.2,debit,GooglePay
18,2025-02-12 19:07:07.578955,212.1,debit,Paytm
18,2024-12-15 05:51:48.103135,917.11,debit,Paytm
