user_id,timestamp,amount,employer
152,2025-01-02 16:12:20.077036,38735,Clark PLC
153,2025-02-25 17:26:00.303026,40776,Conway and Sons
154,2025-01-26 21:05:00.258101,24484,Hess Ltd
155,2025-05-18 22:37:09.584991,20224,"Bennett, Smith and Acevedo"
156,2025-01-10 21:55:02.897271,44370,"Bruce, Frazier and Rivera"
157,2025-01-12 22:19:39.752901,31191,Johnson Ltd
158,2025-04-15 02:18:08.267555,44507,Wilson-Harrington
159,2024-12-22 14:26:33.693465,35527,Frank and Sons
160,2024-12-08 21:59:27.508543,19707,Cook Ltd
161,2025-02-26 07:37:25.438285,48196,"Jacobs, Williams and Dyer"
162,2025-01-04 04:27:29.736869,39316,Stewart Ltd
163,2025-03-28 21:24:52.478973,41136,Marsh-Sandoval
164,2025-04-16 06:02:11.068825,12996,"Harvey, Moore and Miller"
165,2025-03-26 11:23:41.552415,46632,"Stewart, Smith and Allen"
166,2025-05-10 16:38:11.791031,37444,Atkins Group
167,2025-03-26 08:33:39.600616,18138,Robinson-Cox
168,2025-05-21 16:07:52.186543,34604,"Powers, Carr and Cook"
169,2025-02-16 08:35:51.596765,28672,Williams-Wells
170,2025-05-19 17:37:35.198730,14148,"Henson, George and Rowe"
171,2025-04-04 20:32:30.250429,48563,Hall Inc
172,2025-05-20 16:50:11.575802,48037,Martinez Ltd
173,2025-03-11 02:38:47.549834,45550,Cabrera Inc
174,2025-05-18 22:47:16.687151,17308,"Taylor, Best and Romero"
175,2025-01-22 03:05:36.721253,30558,Nguyen PLC
176,2024-12-11 00:09:17.537014,17280,"Osborne, Sanchez and Watson"
177,2025-06-02 19:28:16.737932,38099,Hayden-Henry
178,2025-04-23 11:31:54.547217,13939,"White, Barrera and Ortega"
179,2024-12-16 22:41:29.352257,21926,Matthews and Sons
180,2025-02-10 18:57:04.938791,22855,"Lee, Hunt and Shelton"
181,2024-12-08 09:18:32.714597,42212,Reynolds Group
182,2025-03-22 00:50:38.816115,40420,Williams and Sons
183,2025-04-04 01:27:16.952395,35740,Pham PLC
184,2025-01-22 07:37:01.438496,48158,"Barron, Ferguson and Myers"
185,2025-01-24 19:21:31.067393,39849,James-Davis
186,2025-03-24 11:31:20.423661,34200,"Stone, Spence and Green"
187,2025-03-23 08:08:43.747691,33865,"Rose, King and Sherman"
188,2025-04-21 22:47:44.203886,26164,"Arellano, Lewis and Bradley"
189,2025-02-02 05:46:19.772604,32078,Allen Ltd
190,2025-01-08 22:55:06.968123,35697,Chen PLC
191,2025-04-25 18:27:09.922843,41973,Jackson-Hale
192,2024-12-10 16:31:09.264225,34419,Williams-Richardson
193,2024-12-27 11:23:03.498218,39445,Dawson Inc
194,2024-12-13 21:11:21.530989,36471,"Golden, Parker and Cruz"
195,2025-03-13 01:43:32.907977,30050,Brock-Norman
196,2025-03-28 04:40:47.599111,10982,Donovan Ltd
197,2025-03-14 01:42:10.328364,35797,Oconnell-Stark
198,2024-12-26 21:40:14.306856,38050,Herman PLC
199,2025-05-18 05:44:21.380514,34864,"Swanson, Taylor and Gray"
200,2025-02-19 15:45:59.914168,21480,"Walker, Andersen and Ferrell"
201,2025-01-02 03:05:42.378604,40757,Diaz-Hill
202,2025-01-22 13:57:17.315582,40909,"Rodriguez, Wilkins and Armstrong"
203,2025-05-13 21:47:00.820706,10454,Mitchell Ltd
204,2024-12-22 06:21:24.086553,18892,Monroe Inc
205,2025-02-28 00:01:07.508857,11626,Peterson Inc
206,2025-03-17 13:46:39.647107,28002,"Bradley, Guzman and Shaffer"
207,2025-02-09 16:14:27.705931,42209,Medina PLC
208,2024-12-31 07:53:48.458005,42219,"Parker, Smith and Mckenzie"
209,2024-12-29 18:35:17.095877,23660,Howell Inc
210,2025-01-04 14:22:54.281379,20390,Hammond-Thomas
211,2025-06-02 20:42:40.914840,45138,Sullivan Group
212,2025-03-18 02:16:40.244510,30142,"Herrera, Petersen and Koch"
213,2025-02-02 14:07:22.635177,34907,"Hardin, Haas and Stevens"
214,2025-01-21 20:32:03.563295,11213,Mann Inc
215,2024-12-06 07:44:54.753356,12466,"Nichols, Pennington and Wilson"
216,2024-12-15 18:00:30.954707,23701,Dawson-Dean
217,2025-01-31 23:53:00.923509,32048,Cook-Schneider
218,2025-02-20 01:54:33.552211,37067,"Brown, Camacho and Kemp"
219,2025-03-12 08:04:49.356435,22179,Bradley PLC
220,2025-01-30 07:14:10.773398,22280,Thompson Inc
221,2025-03-05 22:44:38.930755,34970,Cain Group
222,2025-01-23 22:30:34.472449,11165,Barry and Sons
223,2025-01-04 12:11:01.192034,21425,Phillips Group
224,2024-12-13 12:52:28.807531,13372,Schneider LLC
225,2024-12-30 03:28:01.425385,30438,Houston and Sons
226,2025-03-27 10:07:39.631155,48727,Alvarez-Warren
227,2025-04-07 14:38:13.178389,17547,Jones PLC
228,2025-02-18 23:58:03.642844,45917,"Ortiz, James and Payne"
229,2025-03-04 02:29:17.597540,44453,Smith-Edwards
230,2025-04-29 05:22:13.331006,37739,"Edwards, Bell and Collins"
231,2025-01-07 12:51:39.774073,33537,"Lopez, Mccoy and Richards"
232,2025-02-27 05:52:33.790312,38957,"Beard, Stein and Steele"
233,2025-03-23 08:46:26.195107,46987,Baldwin-Barnes
234,2025-05-26 01:09:53.842555,12184,"Miller, Ward and Jackson"
235,2025-03-06 04:13:50.364925,16191,Sullivan and Sons
236,2025-05-03 18:36:43.481680,21997,"Hanna, Cohen and Cooper"
237,2025-01-17 11:51:40.375997,41827,Walker-Scott
238,2025-01-04 21:00:40.141693,30896,Stafford Inc
239,2025-02-25 18:46:47.010590,14370,Clark-Hanson
240,2025-03-16 08:19:21.129906,48388,"Jones, Peterson and Scott"
241,2025-05-13 00:03:54.926865,36176,Hendricks and Sons
242,2025-02-13 14:30:32.238796,10671,Lopez-Banks
243,2025-01-19 15:57:39.773726,32200,"Romero, Morris and Moore"
244,2025-02-28 21:28:31.413792,29326,Bradley and Sons
245,2025-05-14 07:59:53.313472,42324,Welch PLC
246,2025-03-02 12:47:50.598874,49813,Taylor-Moore
247,2025-01-18 01:40:36.577885,45043,Davis Inc
248,2025-05-25 07:10:28.463117,23338,"Burke, Mason and Schneider"
249,2025-03-14 22:49:05.698725,39035,Madden-Bell
250,2025-04-02 07:34:44.067582,38602,"Garcia, Phillips and Wolfe"
251,2024-12-11 09:48:42.534025,32580,"Rodriguez, White and Heath"
252,2025-03-27 14:13:15.138562,26572,Jackson-Bright
253,2025-02-04 00:31:43.166434,37249,Howell-Bennett
254,2025-05-24 10:36:52.130479,40177,Bell-Miller
255,2025-02-04 22:18:57.701838,29299,Parrish and Sons
256,2025-01-16 22:58:51.227306,37628,Kent-Tyler
257,2025-05-16 17:51:31.327595,31061,Ray LLC
258,2024-12-09 10:43:53.148150,47892,Smith-Fields
259,2025-04-22 06:30:46.375574,49762,"Zimmerman, Alexander and Mooney"
260,2025-03-31 16:52:35.262835,48943,"Choi, Guzman and Harrison"
261,2025-02-21 14:02:03.326796,14276,Chavez PLC
262,2025-01-07 04:44:49.814366,42123,"Romero, Kelly and Davis"
263,2024-12-12 11:23:25.501119,19895,Collins-Miller
264,2025-03-09 11:55:40.577003,28684,"Jones, Rodriguez and Pace"
265,2025-01-18 07:03:40.987824,20948,Mccarty and Sons
266,2025-02-15 18:12:29.260194,48419,"Adams, Collier and Palmer"
267,2025-02-10 07:59:06.880647,33867,"Williams, Miller and Diaz"
268,2025-04-12 13:54:08.427306,41146,Fry-Schroeder
269,2025-05-31 06:38:19.364466,33300,"Davenport, Palmer and Mitchell"
270,2025-04-27 13:21:59.668590,15542,Scott Inc
271,2025-03-25 11:50:17.631218,43315,Shaffer-Cooke
272,2025-03-17 02:52:52.106739,46854,Sharp LLC
273,2025-05-28 06:55:43.303593,33123,"Vance, Williams and Andrews"
274,2025-03-26 02:30:43.608782,14444,Morrison LLC
275,2025-04-20 15:25:09.422690,24064,Parker-Snyder
276,2025-02-10 07:59:53.686048,39194,Williams and Sons
277,2025-04-17 17:56:02.234036,25089,"Robinson, Norris and Stokes"
278,2025-04-02 22:02:12.912712,31087,Miller-Stout
279,2025-01-31 15:48:47.783822,47352,Smith-Thomas
280,2025-02-21 23:37:42.096095,31502,"Taylor, Dennis and Zuniga"
281,2025-01-14 16:09:18.161356,22997,Mclean Inc
282,2025-03-19 11:06:31.764303,14175,Page-Johnson
283,2025-06-03 06:26:00.774301,43712,Knox-Mcguire
284,2025-03-28 09:07:03.008527,39868,Patton-Morgan
285,2025-05-18 12:27:13.513963,35557,Brown Group
286,2025-04-18 09:36:08.996249,33443,Duffy-Meyers
287,2025-03-01 08:26:13.654056,38452,Lambert and Sons
288,2025-03-19 09:54:50.645751,14555,Potter-Dunn
289,2024-12-24 11:32:11.447617,18958,Porter PLC
290,2025-04-04 04:50:17.151190,29283,Salazar-Nguyen
291,2025-05-22 19:32:40.575685,12696,Hammond-Bowman
292,2025-03-11 10:01:37.993434,25653,Lewis LLC
293,2024-12-08 14:20:57.163839,10843,"Schmidt, Craig and Tanner"
294,2025-04-08 17:11:58.589135,18073,Rowland-Herrera
295,2025-02-16 03:28:38.323413,44742,Mccormick Inc
296,2025-04-24 01:44:50.286407,32889,Lewis-Lozano
297,2025-04-21 04:08:15.342658,38202,Rocha-Jackson
298,2025-03-14 16:42:52.357222,37139,Wang-Miranda
299,2025-01-09 10:40:06.618354,31737,Williams-Brown
300,2024-12-30 21:05:11.285234,14703,"Juarez, Garcia and Graves"
301,2025-05-11 08:03:30.587915,12431,Hamilton-Evans
302,2024-12-23 14:07:03.595274,39818,Kennedy-Edwards
303,2025-03-06 06:36:44.166630,37510,Thompson-Mejia
304,2025-04-27 09:22:17.335866,18510,"Neal, Young and Ayers"
305,2025-03-12 07:46:07.226264,24922,Hammond-Sullivan
306,2025-03-29 18:46:36.516879,35254,Martin-Stein
307,2025-02-01 09:33:32.050515,40912,"Martin, Martin and Harris"
308,2025-05-02 14:14:25.020166,33994,Watson Ltd
309,2025-03-11 00:33:22.253714,40253,Coffey LLC
310,2025-04-14 19:37:29.026933,45151,Paul-Harrell
311,2025-04-08 14:58:52.269602,45040,Peters and Sons
312,2025-05-09 17:43:27.605353,35834,"Gibbs, Jimenez and Fernandez"
313,2024-12-18 21:08:07.044889,39248,Santiago-Ball
314,2025-03-21 07:29:06.069001,40455,Anderson PLC
315,2025-02-24 13:58:22.236835,47039,"Simmons, Farmer and Johnson"
316,2025-03-23 18:03:28.421960,11264,"Jordan, White and Brown"
317,2025-01-29 03:04:43.085126,37343,Robinson PLC
318,2025-05-25 17:49:06.795831,24231,Vasquez-Chang
319,2025-05-24 02:12:17.972291,45687,Pacheco-Brewer
320,2025-02-16 22:16:00.830409,42552,Rogers-Hill
321,2025-02-11 04:02:03.472068,23414,Garcia-Mendez
322,2024-12-24 19:07:41.701296,33750,Carson Inc
323,2025-01-10 00:36:03.996837,23866,Downs-Miller
324,2025-04-19 20:25:38.500615,21436,Coleman-Bradshaw
325,2025-01-06 11:20:40.087906,10436,"Hayes, Smith and Haynes"
326,2025-01-26 16:25:57.001673,30154,Hudson and Sons
327,2024-12-18 14:14:30.825950,25992,Strickland-Guerra
328,2025-05-18 02:52:46.448016,25630,"Smith, Moore and Baker"
329,2025-03-11 20:45:12.341074,13077,Rogers-Curtis
330,2025-05-06 11:26:30.651315,30075,"White, Bennett and Nash"
331,2025-02-12 18:20:50.972550,12244,Martin PLC
332,2024-12-23 15:15:00.640627,41404,Watson-Roman
333,2025-01-14 01:28:27.536694,26639,Rodriguez-Meza
334,2025-01-09 04:56:41.436070,31968,"Chen, Moore and Garcia"
335,2025-01-19 16:56:02.660610,49945,"Ford, Blair and Jackson"
336,2025-02-16 23:57:14.533107,31183,Mclaughlin-Moore
337,2025-05-07 09:48:21.040539,26972,"Freeman, Butler and Goodwin"
338,2025-02-28 14:16:49.690222,23077,Crawford-Lin
339,2025-04-13 09:19:36.477703,41167,Gray and Sons
340,2024-12-16 11:35:49.794434,21053,Vasquez LLC
341,2025-01-21 17:15:58.876173,27223,Fletcher Ltd
342,2025-01-01 19:05:54.066052,38877,Holder-Smith
343,2025-03-22 06:08:58.442894,18720,Brown-Harper
344,2025-03-06 09:06:06.104486,38274,"Boone, Olson and Freeman"
345,2025-01-21 02:59:27.985720,31640,Rice PLC
346,2025-03-23 08:22:10.423452,43170,"Molina, Martinez and Alvarez"
347,2025-02-28 00:05:47.989865,24751,Williams-Wright
348,2025-04-04 02:14:40.428257,25218,Evans-Ray
349,2025-01-23 22:55:52.266740,18670,Guzman LLC
350,2025-05-26 00:03:02.644493,49999,"Gordon, Dunn and Fuller"
351,2025-02-26 12:37:27.885175,30254,Ryan Ltd
352,2025-01-28 20:00:18.844984,47230,Wilson and Sons
353,2024-12-12 16:24:42.261089,49847,"Allen, Hale and Clay"
354,2024-12-31 00:05:26.895076,48906,"Lambert, Hayes and Stanley"
355,2024-12-25 20:26:15.170146,10442,Dunn LLC
356,2025-02-22 07:12:13.440433,39156,"White, Sharp and King"
357,2025-06-01 23:00:54.166288,16723,"Anderson, Flowers and Smith"
358,2025-05-02 01:38:45.045530,21277,Harper Inc
359,2025-01-24 20:52:07.448078,35368,"Robinson, Best and Kelly"
360,2025-05-13 02:00:05.814139,44765,"Glover, Carr and Miller"
361,2025-05-10 08:07:48.412984,35464,Martinez PLC
362,2025-03-23 09:27:40.684975,30677,King Ltd
363,2025-01-27 15:32:47.310778,26790,Miller Ltd
364,2025-04-13 21:30:38.187632,36120,Knight-Bennett
365,2025-03-31 07:35:40.012835,10334,Black-Garcia
366,2025-04-20 21:07:59.471439,43891,"Smith, Gonzalez and Holloway"
367,2025-01-05 16:24:10.973752,43990,Quinn-Fox
368,2025-01-05 07:17:20.119864,44330,Long-Sharp
369,2025-01-28 21:33:26.507027,21472,"Kelly, Green and Rogers"
370,2025-05-13 01:47:22.677180,31165,Roth-Delgado
371,2025-01-01 01:08:53.782561,21264,Beasley-Henry
372,2025-02-09 23:45:26.591731,45286,"Hart, Schultz and Hudson"
373,2025-02-02 20:34:32.094829,45604,Lewis Group
374,2025-05-02 05:19:23.733580,40121,"Watkins, Powers and Bruce"
375,2024-12-19 19:22:14.746974,29865,"Thomas, Murphy and Anthony"
376,2025-03-06 18:20:06.563870,10887,Burton-Garcia
377,2025-03-11 18:06:45.217367,29865,Brown-Murray
378,2025-01-31 12:05:13.687338,46561,Williams and Sons
379,2025-02-01 20:59:15.540601,20341,Morris Group
380,2025-01-03 14:09:52.583646,23449,"Willis, Cruz and Jennings"
381,2025-03-27 19:54:48.355048,47465,Mcdonald LLC
382,2025-02-02 05:51:15.023888,17611,Ross-Martin
383,2025-03-06 05:52:20.351554,34725,"Miller, Brewer and Tapia"
384,2025-05-07 21:37:27.685929,38927,"Austin, Holmes and Jones"
385,2025-03-31 18:31:51.917949,26244,"Dean, Mcintyre and Meadows"
386,2025-01-20 21:31:40.507893,33998,"Cruz, Alvarado and Garcia"
387,2025-02-27 23:32:32.193454,14779,Walton-Wise
388,2025-03-26 03:32:59.661858,19707,Rush Group
389,2025-02-28 11:09:26.361597,26975,"Williams, Jensen and Lopez"
390,2025-03-20 02:20:44.380198,32348,"Jackson, Kelly and Bartlett"
391,2025-01-23 21:28:44.992910,17610,Miller-Jones
392,2025-01-05 12:26:28.257677,43566,Kelley and Sons
393,2024-12-19 06:11:53.786751,19477,Garza Ltd
394,2025-02-10 02:58:15.206689,22050,Little-Rose
395,2025-02-17 04:40:24.584279,24383,Smith Ltd
396,2025-05-27 00:02:09.380790,15249,"Elliott, Williamson and Barry"
397,2025-01-04 19:18:56.001581,25167,Boyer-Rodriguez
398,2024-12-21 08:23:05.358969,16752,Herman-Kline
399,2025-02-04 14:57:12.584454,49344,"Briggs, Taylor and Ramirez"
400,2025-02-03 13:45:28.250201,35208,"Perez, Thompson and Young"
401,2025-01-12 21:48:12.927907,39166,"Thompson, Cain and Bennett"
402,2025-04-27 08:20:12.916650,26739,"Rollins, Short and Clark"
403,2025-05-06 17:58:52.836106,23394,Simpson-Vasquez
404,2025-02-27 16:59:10.509643,46346,"Nolan, Thomas and Vasquez"
405,2025-02-10 16:17:26.143533,42630,Reyes LLC
406,2025-04-06 14:00:26.022920,25867,Pollard-Brown
407,2025-02-25 03:18:58.068300,14101,Snow Ltd
408,2025-02-17 21:26:30.632401,39129,"Rogers, Nelson and Jones"
409,2024-12-13 13:46:10.907325,30017,Smith-Hughes
410,2025-05-27 15:46:38.085842,26697,"Williams, Davis and Anderson"
411,2025-04-10 03:03:30.271549,45663,"Ramirez, Anderson and Morris"
412,2025-01-23 08:09:32.566184,15094,Wade LLC
413,2025-02-18 04:12:06.167116,26557,Schmitt PLC
414,2025-04-28 06:44:30.580258,21391,"Kennedy, Walters and Bonilla"
415,2025-01-19 02:37:12.989131,10996,"Vazquez, Mccann and Christensen"
416,2024-12-10 04:38:23.804507,10145,Martinez-Hunt
417,2024-12-29 20:03:06.728670,43616,Li-Pennington
418,2025-02-27 03:25:13.111180,31794,Benton-Ruiz
419,2025-03-30 20:32:05.771793,26314,Simmons-Chavez
420,2025-01-27 23:35:58.579023,13943,Nelson Ltd
421,2025-06-01 09:32:51.713979,19213,"Terry, Phillips and Church"
422,2025-01-31 09:01:23.014737,23699,Spencer-Pitts
423,2025-03-15 16:48:44.959875,48569,Garza Ltd
424,2025-05-20 23:33:13.183647,32898,King-Stevens
425,2025-05-24 21:07:05.717852,11471,"Burns, Patterson and Acevedo"
426,2025-04-26 05:19:30.547656,42504,Rowland Ltd
427,2025-01-26 18:18:30.381957,19313,Daniel-Jackson
428,2024-12-18 10:09:40.495731,31445,Ramsey-Harris
429,2025-01-16 04:02:57.133133,20829,"Tran, Owens and Thompson"
430,2025-03-11 22:01:42.604331,25798,Douglas Group
431,2025-04-21 15:40:38.066665,15151,Hickman-Johnson
432,2024-12-06 16:05:19.460633,15720,"Cherry, Walker and Singh"
433,2025-04-20 15:03:53.432755,20270,"Howell, Gardner and Smith"
