user_id,timestamp,wallet_type,balance_amount
5,2024-12-06 10:47:37.701143,GooglePay,650.74
5,2025-06-02 13:52:00.246712,Paytm,1742.58
5,2025-05-08 04:28:34.294370,Paytm,770.94
5,2024-12-12 18:09:36.985552,GooglePay,1320.91
5,2025-01-25 15:36:54.918303,PhonePe,3142.08
5,2025-04-01 17:37:53.377854,Paytm,4437.69
5,2025-05-05 12:26:28.540101,GooglePay,2982.75
5,2024-12-18 06:15:06.402683,PhonePe,2144.74
5,2025-04-18 02:52:54.714667,PhonePe,2612.97
6,2025-04-25 15:38:56.014165,Paytm,1197.78
6,2025-01-06 18:06:30.237102,Paytm,2742.06
6,2025-04-30 06:51:00.390128,GooglePay,4921.6
6,2025-04-02 04:31:05.831007,GooglePay,2696.15
6,2025-01-08 12:59:38.528350,GooglePay,2511.43
6,2025-03-26 10:47:31.442086,GooglePay,4204.77
7,2025-02-03 13:57:04.024325,GooglePay,2566.53
7,2025-01-12 10:45:38.460113,GooglePay,1391.68
7,2025-04-03 21:51:47.844424,Paytm,4447.81
7,2025-01-17 09:58:15.629230,Paytm,1342.27
7,2025-01-31 03:11:41.768878,GooglePay,2043.38
7,2025-03-15 17:03:31.280349,GooglePay,4534.35
8,2025-01-22 18:01:45.100318,PhonePe,4278.12
8,2025-04-04 14:30:20.305183,PhonePe,4859.99
8,2024-12-28 07:00:53.172961,PhonePe,2508.5
8,2025-03-02 23:38:01.659178,PhonePe,4648.4
8,2025-04-13 21:42:36.939059,GooglePay,4628.0
8,2024-12-16 18:15:57.984733,GooglePay,380.37
8,2025-04-15 22:55:11.736500,PhonePe,2222.02
8,2024-12-22 07:10:53.555753,PhonePe,4538.22
8,2025-02-14 03:15:01.580190,Paytm,4467.81
8,2025-03-31 08:45:30.308747,PhonePe,336.82
8,2025-05-07 10:53:55.983545,PhonePe,2680.26
9,2024-12-30 21:32:11.397483,GooglePay,1013.76
9,2025-01-07 07:20:00.464551,PhonePe,1927.47
9,2025-01-12 05:28:51.944461,GooglePay,4734.02
9,2025-05-13 23:16:07.292170,PhonePe,1299.11
9,2025-01-04 19:47:44.807182,PhonePe,3863.91
9,2025-01-06 06:16:12.261782,Paytm,3110.52
9,2025-05-06 06:20:12.365385,Paytm,3925.45
9,2025-05-13 08:07:20.364269,Paytm,231.76
9,2025-04-29 03:46:50.302442,Paytm,712.36
9,2025-04-05 12:08:56.101571,Paytm,1009.34
9,2025-03-15 05:44:06.247794,PhonePe,3318.65
9,2025-04-07 13:03:53.195245,PhonePe,1573.95
10,2025-03-31 19:59:21.095557,Paytm,3539.12
10,2025-02-23 17:58:17.877425,GooglePay,2297.89
10,2025-05-30 17:04:11.173272,GooglePay,1586.58
10,2024-12-09 09:58:40.275995,PhonePe,1058.82
10,2024-12-19 14:59:46.103301,Paytm,355.89
10,2025-06-03 07:38:16.461210,GooglePay,3505.92
10,2025-02-09 01:24:50.432028,Paytm,3107.88
10,2024-12-06 07:37:23.493214,PhonePe,89.01
11,2025-01-23 02:55:05.369984,PhonePe,2720.97
11,2025-05-08 06:21:17.254832,GooglePay,3384.44
11,2025-03-04 02:31:01.733536,GooglePay,3748.12
11,2025-01-19 10:29:24.290730,PhonePe,2082.29
11,2025-01-12 09:12:41.718133,GooglePay,3099.41
11,2025-02-12 11:34:12.131660,Paytm,4546.19
11,2025-04-23 18:31:51.719999,GooglePay,4332.45
11,2025-05-13 17:02:15.577771,PhonePe,1368.47
11,2025-05-14 05:45:42.278594,PhonePe,3406.4
11,2025-01-31 09:55:58.299332,GooglePay,4029.39
12,2025-02-11 04:38:07.422932,Paytm,2855.14
12,2025-01-23 06:05:44.599988,GooglePay,3186.72
12,2025-04-13 05:13:43.349911,Paytm,1721.11
12,2025-05-15 04:06:20.663900,GooglePay,1595.77
12,2025-02-16 05:16:30.869517,Paytm,4279.74
12,2025-01-17 03:55:01.382164,PhonePe,3413.45
12,2025-01-17 14:57:46.818588,PhonePe,92.38
12,2025-02-09 12:56:15.555762,GooglePay,3904.86
12,2025-05-03 08:44:04.078156,GooglePay,1083.15
12,2025-03-26 23:42:25.763129,GooglePay,653.99
12,2024-12-24 16:26:44.473472,GooglePay,4660.66
12,2025-02-18 06:47:10.808500,Paytm,3663.03
13,2025-04-02 18:01:00.523332,PhonePe,4539.76
13,2025-03-19 18:34:27.635400,PhonePe,3183.49
13,2024-12-30 17:35:51.110382,PhonePe,1987.55
13,2025-03-10 14:30:07.374500,PhonePe,1144.0
13,2025-04-17 00:20:39.818666,Paytm,3248.3
13,2024-12-09 14:51:28.691709,Paytm,201.85
13,2025-03-17 10:44:57.744959,GooglePay,3126.69
13,2025-03-31 02:21:16.617379,Paytm,4946.57
13,2025-03-28 08:39:32.342596,PhonePe,1374.55
13,2025-05-17 19:43:43.850493,GooglePay,915.23
13,2025-03-21 18:36:15.265479,PhonePe,642.37
13,2025-01-27 00:11:22.074564,Paytm,4679.09
14,2024-12-09 00:23:42.801641,GooglePay,4761.91
14,2025-01-28 11:20:04.468857,Paytm,3843.54
14,2025-05-19 20:32:41.818210,PhonePe,1313.66
14,2025-05-20 18:02:11.654412,GooglePay,3136.57
14,2025-01-09 17:56:24.693569,Paytm,2461.61
14,2025-01-06 06:29:25.746396,GooglePay,2778.77
14,2025-04-09 05:31:11.387558,PhonePe,199.73
15,2025-02-04 07:32:42.954589,GooglePay,1166.95
15,2025-04-12 05:58:27.641987,PhonePe,4687.18
15,2025-03-14 11:39:06.515513,Paytm,2350.92
15,2025-01-31 17:48:04.045506,Paytm,4238.95
15,2025-05-17 08:16:18.587167,GooglePay,4977.22
15,2025-03-02 22:01:26.652029,GooglePay,258.99
15,2024-12-29 21:19:37.263126,Paytm,4867.32
15,2025-01-19 10:26:17.060748,PhonePe,429.3
15,2025-02-11 17:10:20.600109,PhonePe,313.56
15,2025-03-11 22:46:20.002923,PhonePe,3103.05
15,2025-03-10 04:39:24.540471,GooglePay,2604.2
15,2025-02-24 23:08:32.354445,PhonePe,61.33
16,2025-01-03 10:00:59.811211,Paytm,146.54
16,2025-05-13 09:09:49.424787,Paytm,1722.58
16,2025-01-28 16:57:21.306247,Paytm,2238.75
16,2025-05-09 16:34:13.737220,Paytm,153.03
16,2025-01-15 14:20:18.378268,Paytm,2496.48
17,2024-12-27 05:47:49.579341,Paytm,481.59
17,2025-02-07 04:42:59.218864,Paytm,3657.19
17,2025-03-14 22:10:54.274626,PhonePe,1496.27
17,2025-04-05 14:52:45.017652,PhonePe,300.78
17,2025-01-05 19:56:11.243708,PhonePe,1474.83
17,2025-01-25 19:12:54.944535,Paytm,314.78
17,2025-02-15 15:20:29.406276,PhonePe,2292.27
18,2025-01-28 18:46:47.069546,Paytm,2114.62
18,2025-01-21 09:31:36.398648,Paytm,4656.23
18,2025-02-04 08:43:18.705904,Paytm,447.36
18,2025-03-08 22:31:38.834369,PhonePe,1656.72
18,2024-12-16 10:31:07.407120,PhonePe,502.68
18,2025-04-14 07:30:48.887182,GooglePay,1217.18
19,2025-03-03 21:04:52.762728,GooglePay,2864.36
19,2025-04-08 17:36:49.768963,Paytm,2937.42
19,2025-03-07 20:03:53.049867,PhonePe,4806.38
19,2025-05-22 08:48:54.708114,GooglePay,3086.32
19,2024-12-06 03:12:02.898156,Paytm,684.16
19,2025-05-12 00:34:41.304247,GooglePay,4848.19
19,2025-01-12 16:54:19.379239,PhonePe,3141.84
19,2025-05-01 00:05:27.861348,Paytm,3368.51
19,2025-03-01 21:14:08.715919,Paytm,4237.45
19,2025-01-31 09:25:06.431413,PhonePe,1624.43
19,2024-12-18 17:49:00.795976,PhonePe,274.72
20,2025-04-26 06:01:10.650040,GooglePay,1167.61
20,2025-05-21 13:14:42.779377,Paytm,2538.34
20,2025-01-28 19:09:12.530473,PhonePe,889.87
20,2025-05-13 00:25:28.849180,PhonePe,4010.26
20,2024-12-31 01:02:16.061467,PhonePe,1365.84
20,2025-02-22 20:29:37.142469,GooglePay,3264.47
20,2024-12-18 23:10:07.644450,GooglePay,2411.56
20,2025-02-26 02:39:26.826085,Paytm,1555.94
20,2025-04-23 20:13:59.018733,Paytm,2295.36
20,2025-05-10 14:19:28.335084,PhonePe,2591.08
20,2025-05-01 05:50:57.584317,Paytm,1215.69
21,2025-03-12 01:12:03.857717,Paytm,4546.72
21,2024-12-12 03:30:52.143251,GooglePay,800.67
21,2025-05-16 21:07:46.816181,Paytm,2073.37
21,2025-02-26 17:18:39.886394,GooglePay,4702.37
21,2025-04-04 17:46:55.849377,PhonePe,4674.1
21,2025-05-11 05:48:05.760073,GooglePay,3075.6
22,2025-03-06 18:20:16.890060,PhonePe,885.24
22,2025-02-28 23:43:53.929258,Paytm,21.49
22,2025-05-07 11:24:55.703531,GooglePay,4240.97
22,2025-02-26 10:49:45.784714,Paytm,421.17
22,2025-01-20 20:07:43.587543,GooglePay,4793.49
22,2025-01-21 13:55:52.650841,PhonePe,540.89
22,2025-05-22 14:16:35.680803,GooglePay,1365.06
22,2025-04-21 15:05:23.325716,GooglePay,3877.99
22,2025-01-04 06:26:13.291628,GooglePay,1339.97
22,2025-05-17 10:52:16.922574,GooglePay,1902.69
23,2025-03-16 07:28:32.010532,Paytm,4031.01
23,2024-12-21 06:45:42.904866,GooglePay,2447.74
23,2024-12-15 00:51:10.168326,Paytm,4260.65
23,2025-02-14 22:40:55.026917,PhonePe,2826.57
23,2025-01-22 07:14:26.867118,GooglePay,1677.82
23,2025-02-16 07:56:38.060322,GooglePay,2436.81
23,2025-03-11 08:01:51.186437,GooglePay,2470.71
24,2025-04-10 08:22:41.570795,Paytm,115.49
24,2025-05-25 05:28:47.968942,GooglePay,1281.19
24,2025-05-18 14:29:41.929024,GooglePay,4219.41
24,2025-04-29 14:39:12.871814,Paytm,1242.66
24,2025-03-05 09:22:53.981106,GooglePay,4353.44
24,2025-01-13 07:07:18.438957,PhonePe,4059.7
25,2025-05-02 03:47:48.131225,Paytm,45.23
25,2025-04-10 03:27:21.929315,PhonePe,3773.62
25,2025-01-29 21:20:16.990073,Paytm,3395.14
25,2025-03-20 16:44:19.621315,PhonePe,1218.3
25,2025-01-03 21:10:23.894181,GooglePay,2964.92
25,2025-01-14 09:43:06.441377,PhonePe,3530.84
25,2025-05-17 11:52:50.231406,PhonePe,1716.84
25,2025-04-10 02:48:00.875616,PhonePe,249.04
25,2025-04-09 15:16:12.223816,PhonePe,4780.43
25,2025-03-06 20:22:42.416501,GooglePay,2429.39
25,2025-05-31 18:39:03.941686,GooglePay,2321.55
26,2025-05-29 22:17:25.649237,GooglePay,3059.8
26,2025-05-25 07:55:54.495019,GooglePay,547.38
26,2025-02-27 13:34:46.607602,Paytm,3489.71
26,2025-05-23 22:33:50.947879,GooglePay,627.44
26,2025-05-29 19:30:23.640696,Paytm,2851.42
26,2025-04-22 23:01:01.570881,Paytm,727.31
26,2025-03-08 16:23:13.402395,PhonePe,2150.82
26,2025-05-11 04:11:01.317445,Paytm,4471.85
27,2025-03-18 22:11:31.748014,GooglePay,1919.47
27,2025-03-03 19:18:46.334786,PhonePe,2878.08
27,2025-04-26 05:10:04.676658,Paytm,3410.37
27,2025-01-20 07:41:38.662138,GooglePay,2271.28
27,2025-05-11 15:21:38.901004,Paytm,74.94
27,2024-12-27 05:13:40.347532,PhonePe,3775.24
27,2025-05-17 18:55:21.850935,GooglePay,978.15
27,2025-01-08 22:58:52.155432,PhonePe,1059.02
27,2025-04-06 02:11:37.392107,GooglePay,2739.95
27,2025-04-02 05:47:25.863183,Paytm,1707.46
28,2025-02-06 11:02:26.246468,PhonePe,2450.3
28,2025-02-02 19:30:06.014921,GooglePay,653.91
28,2025-05-25 04:42:45.700223,GooglePay,2595.88
28,2025-05-15 06:28:25.115663,GooglePay,2565.76
28,2025-03-18 13:13:22.224068,PhonePe,2358.45
28,2024-12-29 05:39:58.961099,GooglePay,3071.89
28,2025-04-20 14:23:34.377233,Paytm,4005.15
29,2025-06-02 02:44:23.885888,PhonePe,3755.43
29,2025-04-25 07:39:50.598699,GooglePay,3609.83
29,2025-03-05 02:09:44.439638,Paytm,1589.52
29,2024-12-31 23:59:36.473916,Paytm,3158.34
29,2025-04-18 09:44:11.076704,PhonePe,1567.03
29,2025-03-31 15:45:09.651627,GooglePay,2582.37
30,2025-04-10 04:25:44.871932,Paytm,3956.95
30,2024-12-28 01:55:32.034073,PhonePe,4397.29
30,2025-05-06 11:44:21.522901,Paytm,3154.03
30,2025-04-03 10:03:40.142784,GooglePay,16.52
30,2025-04-17 11:12:22.553115,GooglePay,1134.42
30,2025-01-20 18:06:52.795669,Paytm,4761.85
30,2025-03-12 21:54:55.190129,GooglePay,3688.69
30,2025-01-04 15:37:27.879043,GooglePay,2834.98
30,2025-02-01 12:17:39.373330,Paytm,641.87
30,2025-04-30 18:30:41.105692,Paytm,4544.64
30,2025-01-14 10:11:02.482501,Paytm,1108.67
30,2025-04-12 06:46:21.017893,GooglePay,4865.32
31,2025-04-23 15:26:33.041146,PhonePe,711.33
31,2025-04-23 09:50:45.947697,Paytm,3065.73
31,2025-02-17 07:41:09.820861,GooglePay,796.09
31,2025-01-31 18:00:31.571229,PhonePe,4080.72
31,2025-04-03 01:33:31.442397,PhonePe,2644.88
32,2025-05-27 23:43:33.651086,PhonePe,3793.96
32,2024-12-17 23:51:52.709190,Paytm,552.72
32,2025-02-12 18:36:31.534277,GooglePay,3006.56
32,2025-01-29 12:29:58.399455,PhonePe,1642.03
32,2024-12-30 11:21:40.774927,PhonePe,10.27
32,2025-01-29 07:38:47.514983,Paytm,123.22
32,2024-12-12 15:04:47.820894,Paytm,3265.4
32,2025-02-09 05:55:30.375828,Paytm,1401.79
32,2025-03-29 07:42:35.802410,GooglePay,2898.72
32,2025-01-25 19:32:45.822188,PhonePe,2920.13
32,2025-04-22 13:40:51.577713,GooglePay,1338.69
32,2025-01-04 17:31:37.881763,GooglePay,3233.36
33,2025-04-03 22:01:01.915168,PhonePe,2994.62
33,2024-12-29 04:38:32.646759,PhonePe,1846.64
33,2024-12-18 09:32:51.021967,GooglePay,3591.54
33,2025-05-05 04:53:56.971666,Paytm,1942.87
33,2025-01-20 22:58:48.002297,Paytm,321.82
34,2025-02-15 10:03:20.941349,PhonePe,1020.95
34,2025-01-27 12:45:02.489126,PhonePe,927.94
34,2025-02-19 08:41:14.485468,Paytm,1197.68
34,2025-01-20 07:28:58.781142,GooglePay,4059.12
34,2025-04-26 09:02:05.720142,Paytm,3203.91
34,2024-12-12 04:26:28.271828,Paytm,3062.22
34,2025-02-26 04:46:21.745381,PhonePe,849.45
34,2025-05-08 04:47:40.721959,PhonePe,952.45
34,2025-01-31 11:31:07.833516,PhonePe,507.66
34,2025-02-09 12:22:05.430639,GooglePay,4524.03
34,2025-03-03 14:49:02.070604,GooglePay,2027.91
35,2025-05-14 06:23:02.084124,GooglePay,3706.29
35,2025-01-14 10:14:11.881291,Paytm,3336.37
35,2025-05-02 16:10:19.926209,PhonePe,2002.88
35,2025-01-19 19:54:08.211404,GooglePay,949.02
35,2025-05-04 01:41:52.222595,GooglePay,2374.14
35,2025-01-26 20:34:37.939455,Paytm,2675.81
35,2025-03-14 13:10:23.022042,PhonePe,4843.48
35,2025-05-04 07:14:27.019836,Paytm,4412.0
35,2025-04-09 16:07:06.701938,Paytm,2149.76
36,2025-02-01 18:17:23.602525,GooglePay,1528.95
36,2025-05-13 12:23:35.067145,Paytm,1212.48
36,2025-04-23 08:30:46.887926,GooglePay,3993.8
36,2025-06-03 06:25:18.170537,PhonePe,4170.4
36,2025-01-05 11:51:49.486003,PhonePe,522.97
36,2025-03-29 15:53:39.014066,GooglePay,3563.1
36,2025-04-05 17:10:27.638627,GooglePay,2264.86
36,2025-01-06 22:37:49.805244,PhonePe,2768.9
36,2025-01-18 05:34:04.292086,Paytm,4750.72
37,2025-02-05 03:09:26.113381,Paytm,781.77
37,2024-12-27 14:22:14.778521,Paytm,1920.23
37,2025-02-17 01:45:30.835155,PhonePe,1308.15
37,2025-01-05 00:17:16.436977,Paytm,1458.58
37,2024-12-09 12:15:41.828935,GooglePay,3778.3
37,2025-01-09 11:24:02.014425,GooglePay,3745.72
38,2025-03-13 23:49:59.304894,GooglePay,4141.05
38,2025-04-15 02:56:24.056176,Paytm,3652.46
38,2025-03-12 04:54:47.222099,GooglePay,395.47
38,2025-02-25 10:28:16.681653,PhonePe,3118.14
38,2025-01-24 01:06:30.865772,Paytm,1479.64
38,2025-04-13 00:11:26.394639,PhonePe,2350.1
38,2025-05-20 17:49:40.348490,PhonePe,4881.76
38,2025-03-01 11:25:51.201552,GooglePay,2703.43
38,2025-05-06 17:17:58.840070,Paytm,4397.95
38,2025-03-12 13:05:01.904012,PhonePe,4844.7
38,2025-03-23 19:17:52.449147,PhonePe,4460.25
38,2025-01-14 04:58:16.284840,PhonePe,2922.65
39,2025-04-16 09:26:52.627178,GooglePay,2981.17
39,2025-03-12 12:22:34.340142,Paytm,2022.11
39,2024-12-26 01:36:21.803162,Paytm,3587.09
39,2024-12-28 21:55:49.667977,GooglePay,3114.19
39,2025-03-07 08:01:39.678372,PhonePe,2428.87
39,2025-04-05 06:29:38.679058,PhonePe,4252.21
40,2025-02-27 11:43:49.996847,PhonePe,2983.94
40,2025-01-06 11:09:16.299336,GooglePay,4983.22
40,2025-05-09 21:55:12.636675,GooglePay,400.39
40,2024-12-22 23:19:50.516492,PhonePe,2160.96
40,2024-12-04 04:17:55.249442,Paytm,3056.19
40,2025-05-13 08:25:02.500487,PhonePe,3737.99
40,2025-04-17 19:53:11.073199,GooglePay,3922.12
40,2025-06-01 02:33:08.979286,PhonePe,473.99
40,2025-05-01 00:12:46.955592,Paytm,1845.56
40,2025-04-09 13:45:23.824121,GooglePay,362.9
41,2024-12-29 21:29:16.197000,GooglePay,3415.63
41,2024-12-31 07:23:20.317838,GooglePay,598.57
41,2024-12-28 05:54:04.916427,PhonePe,3550.73
41,2025-03-04 12:28:39.096192,Paytm,4127.52
41,2025-04-08 05:58:00.962346,PhonePe,431.12
42,2024-12-18 12:23:20.801336,PhonePe,253.51
42,2025-01-04 09:32:14.996943,GooglePay,2335.7
42,2025-02-13 10:02:01.843537,PhonePe,816.2
42,2025-05-04 01:28:18.750252,GooglePay,3301.89
42,2025-05-03 09:35:05.772008,GooglePay,2595.5
43,2025-05-15 20:01:51.163134,GooglePay,1782.38
43,2025-03-20 11:55:05.356326,Paytm,2879.37
43,2025-04-22 12:10:03.114285,PhonePe,3408.44
43,2025-03-23 10:14:04.352515,GooglePay,2869.19
43,2025-04-23 16:54:06.844415,GooglePay,842.22
43,2025-02-10 18:07:06.084260,Paytm,834.2
43,2025-02-26 11:58:31.335226,Paytm,1857.19
43,2025-01-02 18:24:44.010432,GooglePay,1864.27
43,2025-03-31 23:22:38.651619,PhonePe,4748.88
43,2024-12-23 16:29:07.727004,PhonePe,323.79
43,2024-12-08 06:04:14.600410,PhonePe,3671.29
43,2025-03-12 05:22:25.405736,Paytm,585.34
44,2025-03-19 03:11:00.268803,PhonePe,1969.21
44,2025-02-11 10:24:07.240387,Paytm,2654.21
44,2024-12-23 16:39:25.441904,Paytm,790.88
44,2024-12-22 08:02:47.550107,PhonePe,2719.77
44,2025-03-17 23:38:13.530569,PhonePe,1893.87
44,2025-03-12 23:02:10.605044,GooglePay,3565.88
44,2025-01-24 06:05:40.283053,PhonePe,4539.77
44,2025-02-08 19:40:42.520705,GooglePay,2922.99
44,2024-12-22 04:35:13.499502,Paytm,2481.41
44,2025-01-25 05:42:38.356983,GooglePay,4819.94
45,2025-03-04 06:34:33.393331,GooglePay,675.31
45,2025-01-29 05:32:04.853278,GooglePay,1247.15
45,2025-02-15 04:45:54.140200,GooglePay,1057.47
45,2025-01-23 04:49:14.644541,GooglePay,663.9
45,2024-12-16 21:59:27.307002,GooglePay,1377.83
45,2024-12-29 21:50:18.219074,GooglePay,2862.72
45,2025-04-02 14:33:32.400823,Paytm,1307.12
46,2025-01-27 05:56:47.270232,GooglePay,3038.89
46,2025-05-08 15:14:19.268512,PhonePe,4354.25
46,2025-01-19 12:27:46.220518,PhonePe,1296.86
46,2025-05-12 11:37:08.437529,Paytm,982.5
46,2025-03-15 13:59:59.726371,PhonePe,189.1
46,2025-05-24 22:34:34.583301,Paytm,3926.07
46,2025-03-05 22:33:51.735229,Paytm,2882.84
46,2025-04-02 08:39:39.139002,GooglePay,533.08
47,2025-03-07 23:56:49.856194,PhonePe,4516.7
47,2024-12-19 11:26:30.775143,PhonePe,423.08
47,2025-03-25 04:14:48.583035,Paytm,1772.08
47,2025-03-12 06:18:38.045182,GooglePay,3121.61
47,2025-05-22 03:22:15.760131,PhonePe,1537.9
47,2025-04-10 10:25:49.720938,Paytm,4391.92
47,2024-12-16 22:47:39.656189,GooglePay,4051.89
47,2025-01-11 17:18:41.947487,PhonePe,680.52
47,2025-03-03 01:40:21.847060,PhonePe,789.84
48,2025-02-10 02:33:18.834488,GooglePay,1753.47
48,2025-01-06 16:05:59.676655,Paytm,3258.31
48,2024-12-10 04:41:16.490256,PhonePe,4396.0
48,2025-04-24 00:09:07.105315,Paytm,50.3
48,2025-05-18 10:16:50.809334,PhonePe,1209.39
48,2025-04-27 17:58:43.836839,GooglePay,4107.01
48,2025-02-14 04:46:35.300925,Paytm,3760.8
48,2025-01-24 20:54:23.770376,PhonePe,3021.18
49,2025-05-25 03:28:16.930674,Paytm,1915.94
49,2025-04-25 18:17:55.917227,PhonePe,212.61
49,2025-02-09 13:01:10.195697,Paytm,3677.37
49,2024-12-29 01:30:38.006961,PhonePe,34.04
49,2025-01-12 16:43:57.651909,Paytm,4605.52
50,2025-01-03 11:15:47.084133,GooglePay,745.78
50,2025-01-15 00:53:55.723524,Paytm,985.77
50,2025-03-04 07:07:42.843084,PhonePe,144.06
50,2025-05-10 04:31:29.095662,Paytm,2329.87
50,2025-04-06 17:34:34.449379,PhonePe,4370.72
50,2024-12-09 05:49:01.846107,Paytm,1005.05
50,2025-03-12 01:26:05.820792,Paytm,2477.6
50,2025-03-15 16:59:06.213399,Paytm,4137.34
51,2025-04-17 16:59:33.670813,Paytm,495.47
51,2025-02-22 04:29:32.356351,Paytm,3311.47
51,2025-05-02 05:26:06.373863,GooglePay,2919.01
51,2025-03-22 17:55:39.858993,PhonePe,1841.14
51,2025-01-14 15:14:40.744651,PhonePe,447.67
51,2025-01-27 02:11:21.458434,PhonePe,1804.14
51,2025-01-30 20:48:59.003980,GooglePay,4318.68
51,2025-03-26 12:06:47.531537,Paytm,1077.6
51,2025-01-18 13:41:36.649859,Paytm,2023.36
51,2025-01-26 14:24:28.473860,Paytm,2709.83
51,2025-04-30 17:00:27.818386,PhonePe,4175.45
51,2025-01-11 00:16:38.744920,GooglePay,2580.24
52,2025-04-09 07:21:36.949672,Paytm,2202.82
52,2025-02-09 22:02:30.170361,PhonePe,1733.1
52,2024-12-10 11:27:09.478384,Paytm,4397.53
52,2024-12-22 09:22:45.545225,Paytm,663.38
52,2025-03-25 17:44:42.328745,GooglePay,2539.07
52,2024-12-15 20:03:47.024485,Paytm,4592.05
52,2025-04-02 18:17:45.910136,GooglePay,273.55
52,2024-12-17 13:01:54.413411,Paytm,341.75
52,2024-12-14 16:49:08.229373,PhonePe,3548.85
52,2025-04-22 23:31:06.315048,GooglePay,377.07
52,2025-05-27 03:47:32.330226,Paytm,4061.93
53,2025-04-02 13:45:14.124590,Paytm,2341.11
53,2024-12-26 01:42:20.246517,Paytm,4396.36
53,2024-12-19 14:17:19.877828,GooglePay,4009.53
53,2024-12-04 17:26:55.476801,GooglePay,4984.03
53,2025-02-02 05:34:25.668380,PhonePe,3144.21
53,2025-03-02 19:34:28.130529,PhonePe,3067.95
53,2025-04-20 15:47:32.202249,PhonePe,2147.74
53,2025-03-02 21:19:52.200468,PhonePe,2352.56
53,2025-04-13 17:13:02.806412,PhonePe,1342.0
53,2025-05-01 20:57:11.596038,Paytm,2852.27
53,2025-04-08 07:29:47.701164,Paytm,3923.31
53,2024-12-10 15:46:56.710363,GooglePay,4308.51
54,2025-01-18 02:03:23.650666,GooglePay,679.25
54,2024-12-20 12:33:09.580413,GooglePay,4297.97
54,2025-01-23 10:09:20.438281,GooglePay,186.65
54,2025-05-13 01:44:59.295286,PhonePe,554.54
54,2025-03-12 04:39:40.810601,Paytm,0.57
54,2025-01-17 00:25:27.344806,Paytm,2175.37
54,2025-05-14 14:08:39.712927,Paytm,1763.73
55,2025-02-26 23:37:30.102909,Paytm,4006.82
55,2024-12-27 13:03:13.121387,GooglePay,2101.76
55,2024-12-13 23:25:38.051390,PhonePe,2613.23
55,2025-03-19 00:45:23.244619,GooglePay,3805.34
55,2025-02-02 01:49:13.505235,Paytm,172.81
55,2025-03-21 01:18:25.475495,PhonePe,4226.28
55,2025-05-15 05:46:00.318157,PhonePe,4559.17
55,2024-12-04 02:52:16.306231,Paytm,1433.97
56,2024-12-19 06:03:15.567272,PhonePe,1053.69
56,2025-04-06 21:18:43.985407,PhonePe,2763.39
56,2025-05-29 03:23:04.606443,PhonePe,3152.4
56,2024-12-30 19:16:23.134047,Paytm,127.89
56,2025-04-20 21:08:18.682695,PhonePe,4932.75
56,2025-03-14 11:47:01.985560,GooglePay,2039.49
56,2025-01-24 11:53:56.513951,PhonePe,4563.38
56,2025-01-27 11:22:34.153095,PhonePe,4641.65
56,2025-04-21 00:32:18.324334,PhonePe,3092.11
56,2025-02-22 04:37:54.673725,PhonePe,824.81
56,2025-01-29 12:53:13.868650,PhonePe,369.69
57,2025-04-11 02:50:38.281754,GooglePay,3192.53
