user_id,timestamp,amount,merchant_category
3,2025-03-01 17:13:52.549061,112.15,travel
3,2025-01-13 13:00:04.012521,215.13,entertainment
3,2025-05-09 08:43:25.323461,237.13,bills
3,2024-12-19 17:51:04.905748,187.46,travel
3,2025-03-17 03:24:56.638286,346.22,groceries
3,2025-01-08 07:44:48.399123,479.54,travel
3,2025-04-09 19:10:29.461500,295.57,entertainment
3,2025-03-31 16:07:20.022227,319.8,others
3,2025-03-28 22:50:12.468719,195.96,groceries
3,2025-05-10 05:15:36.116369,368.99,others
3,2025-01-30 11:05:54.283198,92.68,groceries
3,2025-02-16 23:41:39.315270,166.44,groceries
3,2024-12-16 08:33:00.109734,219.68,bills
3,2025-05-27 06:08:30.788836,313.99,others
3,2025-03-25 15:52:26.110419,188.26,others
3,2025-03-24 10:10:32.303717,210.68,bills
3,2025-03-29 10:56:53.870967,127.34,groceries
3,2025-05-19 05:48:55.532196,389.47,entertainment
3,2025-04-28 17:50:22.687099,237.59,groceries
3,2025-03-07 05:57:22.903667,233.38,bills
3,2025-01-03 21:43:53.659099,278.46,travel
3,2025-03-22 03:14:11.323281,115.21,entertainment
3,2025-03-15 09:55:46.771112,459.36,groceries
3,2025-04-25 16:29:04.232780,294.4,others
3,2025-02-26 07:37:41.954653,210.14,others
3,2025-02-26 08:32:07.210255,217.63,bills
3,2025-01-22 10:16:29.578192,274.09,groceries
3,2024-12-06 21:25:10.954834,393.72,others
3,2025-05-25 22:41:12.919554,50.78,travel
3,2025-01-14 05:14:54.337916,295.8,travel
3,2025-04-28 00:53:10.057396,408.91,bills
3,2025-01-03 20:21:45.712389,395.51,others
3,2025-01-03 00:33:41.942544,173.99,bills
3,2025-03-23 14:05:38.676229,473.89,travel
3,2025-05-24 04:49:27.173161,64.44,bills
3,2025-02-04 21:19:31.525327,361.15,travel
3,2025-05-25 22:33:43.581377,33.96,travel
3,2024-12-27 06:15:07.419282,128.18,travel
3,2024-12-21 11:34:44.734079,316.01,bills
3,2025-03-14 03:56:25.262081,112.9,entertainment
3,2024-12-10 04:35:16.517166,479.69,others
3,2025-03-14 19:46:01.296651,196.33,entertainment
3,2025-02-14 19:16:38.677349,287.8,bills
3,2025-02-20 10:16:02.634743,101.96,others
3,2025-04-14 08:09:19.306280,60.39,groceries
3,2025-04-25 01:39:20.226601,286.67,groceries
3,2025-01-13 18:39:02.499463,351.57,groceries
3,2024-12-23 03:41:57.250677,475.41,entertainment
3,2024-12-08 22:49:59.919620,128.57,others
3,2024-12-15 05:01:59.628034,42.07,others
3,2025-03-30 11:23:05.877348,429.2,travel
3,2025-01-29 08:30:32.594620,459.14,travel
3,2025-03-10 21:33:31.182543,427.25,entertainment
3,2025-03-07 18:10:21.102397,129.73,others
3,2025-02-13 09:25:36.145029,419.69,travel
3,2025-05-11 06:56:18.415970,446.29,bills
3,2025-02-15 08:21:28.277205,349.72,travel
3,2025-03-20 23:52:05.407403,279.88,entertainment
3,2025-01-12 06:50:59.234282,394.68,entertainment
3,2025-06-01 21:00:30.718906,296.88,groceries
3,2025-03-05 11:28:55.740865,484.59,entertainment
3,2025-01-17 07:42:12.764722,281.73,travel
4,2025-01-29 17:01:13.539534,486.75,groceries
4,2025-02-03 11:29:48.626029,109.32,groceries
4,2025-03-02 19:42:57.421314,369.12,bills
4,2025-05-16 08:04:10.091514,103.34,bills
4,2025-01-26 19:14:43.401345,459.2,others
4,2025-04-25 01:18:16.764464,363.39,groceries
4,2025-02-27 22:15:45.180038,317.77,groceries
4,2025-01-29 15:48:29.949267,306.54,travel
4,2025-03-26 05:53:55.734121,348.51,bills
4,2025-04-20 05:09:29.906765,158.33,others
4,2025-01-01 03:41:26.110203,146.44,others
4,2024-12-29 09:24:14.936528,375.01,groceries
4,2025-01-03 01:30:58.000313,307.67,groceries
4,2025-01-27 10:11:08.928787,30.96,bills
4,2025-03-17 13:25:56.239178,364.73,bills
4,2025-03-08 07:21:36.695970,436.17,groceries
4,2024-12-23 21:53:19.028507,427.28,others
4,2025-04-12 23:47:35.376854,451.23,others
4,2025-04-21 16:55:49.864709,135.56,bills
4,2025-02-17 02:40:20.209462,260.31,travel
4,2025-02-23 22:28:33.428716,391.42,groceries
4,2024-12-08 16:03:10.154111,207.72,bills
4,2025-03-16 19:40:08.991500,61.99,others
4,2025-04-28 10:51:19.476375,45.86,groceries
4,2025-03-20 19:33:21.322619,367.79,travel
4,2025-05-15 21:44:19.290929,308.62,others
4,2025-04-21 23:26:00.739027,482.89,groceries
4,2024-12-26 01:43:53.271827,246.29,travel
4,2025-04-26 07:55:46.955041,241.29,bills
4,2025-01-21 05:51:05.861761,460.96,others
4,2025-04-12 00:47:44.525669,302.82,travel
4,2024-12-20 16:55:39.986824,124.76,travel
4,2025-04-10 10:57:04.546859,226.59,bills
4,2025-01-07 15:21:52.643868,67.35,groceries
4,2024-12-06 02:11:27.441781,451.42,travel
5,2025-05-16 06:21:09.664196,368.15,entertainment
5,2025-02-24 23:14:09.412695,32.54,bills
5,2025-01-25 14:58:13.035723,359.62,groceries
5,2025-01-19 17:43:57.364064,18.91,travel
5,2024-12-14 05:49:35.934136,406.84,travel
5,2025-05-05 07:19:09.238630,165.98,groceries
5,2025-03-24 03:54:30.210221,264.47,others
5,2025-05-15 02:08:44.103502,339.89,others
5,2025-01-09 17:53:49.738367,437.91,travel
5,2025-05-27 09:03:51.182576,288.26,travel
5,2025-02-07 20:18:12.221855,247.44,groceries
5,2025-02-21 08:30:17.674458,76.82,groceries
5,2025-01-08 15:55:10.628432,488.08,groceries
5,2025-04-07 11:01:28.983689,183.94,entertainment
5,2025-02-10 06:07:50.549319,469.46,travel
5,2024-12-05 21:34:36.814762,17.41,entertainment
5,2024-12-30 03:15:44.957167,370.93,groceries
5,2025-04-18 23:55:10.095914,491.11,groceries
5,2025-05-14 04:37:33.212218,72.18,entertainment
5,2025-05-24 22:35:18.930833,139.29,others
5,2025-05-27 20:10:38.583624,136.21,entertainment
5,2025-03-11 09:26:32.632094,463.52,groceries
5,2025-01-23 01:35:21.717032,265.5,groceries
5,2024-12-23 14:00:10.874189,55.75,travel
5,2024-12-03 16:35:06.504678,242.59,travel
5,2025-02-19 05:36:36.846034,117.86,others
5,2024-12-16 14:48:34.868320,129.92,entertainment
5,2025-03-29 04:29:06.839233,49.42,groceries
5,2025-01-13 08:36:39.957926,404.35,bills
5,2025-05-27 23:47:59.045281,442.38,groceries
5,2025-04-21 03:08:37.618821,250.67,travel
5,2024-12-12 15:40:42.946465,491.47,bills
5,2025-03-23 05:48:02.116438,120.65,bills
5,2024-12-25 03:54:13.859012,198.79,entertainment
5,2025-05-15 00:01:38.534245,376.5,entertainment
5,2025-05-07 11:25:54.218921,444.06,entertainment
5,2025-01-12 12:24:41.351595,19.31,entertainment
5,2025-05-21 13:12:29.971390,322.27,travel
5,2025-05-21 12:27:51.922501,43.85,bills
5,2025-04-28 14:29:50.854687,205.2,bills
5,2024-12-22 13:35:57.719429,350.81,travel
5,2025-01-03 21:58:15.759106,77.96,groceries
5,2025-05-17 17:51:44.601837,462.68,bills
5,2025-04-19 03:22:24.440874,453.37,others
5,2025-05-07 04:28:27.142412,470.65,groceries
5,2025-02-09 04:12:44.870766,76.72,others
5,2024-12-27 14:50:28.631143,122.29,entertainment
5,2024-12-31 04:40:03.013441,81.99,bills
5,2025-01-10 02:54:17.773564,226.16,others
5,2025-01-28 01:16:52.602513,189.68,others
5,2025-02-18 17:43:09.937315,330.02,bills
5,2025-01-06 17:40:05.878534,498.58,entertainment
5,2025-01-09 05:14:22.238291,174.2,others
5,2025-05-06 22:50:57.532281,318.83,groceries
5,2025-01-27 09:27:18.173731,161.66,bills
5,2025-02-03 12:36:11.812122,269.91,groceries
5,2025-02-08 03:23:05.788600,100.55,travel
5,2025-03-07 22:03:29.366390,264.98,others
5,2024-12-29 09:11:35.219862,306.28,groceries
5,2024-12-14 23:15:45.882411,133.8,entertainment
5,2025-03-06 13:51:42.694014,237.14,travel
5,2025-01-06 04:17:15.886742,270.77,travel
5,2025-03-04 07:14:33.173957,203.8,others
5,2025-05-20 20:51:25.556867,268.06,travel
5,2025-01-04 21:50:06.024184,211.1,bills
5,2025-05-13 04:42:51.248460,224.56,entertainment
5,2025-05-06 08:10:01.385680,44.87,groceries
5,2025-04-05 20:20:47.938135,228.6,bills
5,2025-03-28 15:26:33.121102,75.05,groceries
5,2025-05-10 11:45:02.218492,32.11,travel
5,2025-05-21 11:11:17.299418,475.44,entertainment
5,2025-01-18 12:12:54.133765,272.12,others
5,2025-05-16 06:00:41.636939,49.78,others
5,2025-03-16 21:00:56.244115,67.83,entertainment
5,2025-01-26 17:13:00.002991,304.76,bills
5,2025-01-05 21:31:29.555678,15.65,entertainment
5,2024-12-08 15:38:59.944643,487.41,entertainment
5,2024-12-10 17:42:46.724609,292.25,entertainment
5,2025-04-07 06:37:32.811113,442.36,groceries
5,2024-12-13 14:08:45.039784,49.02,others
5,2025-03-08 00:09:50.542906,177.95,others
5,2025-01-28 14:11:21.165689,60.09,travel
5,2025-03-29 19:27:33.681049,365.37,others
5,2024-12-23 00:19:04.654834,67.09,others
5,2025-01-27 21:59:11.579907,345.38,bills
5,2024-12-27 09:56:05.016226,174.43,bills
5,2025-03-07 22:04:01.082950,331.62,others
5,2025-05-08 07:08:22.841547,440.93,entertainment
5,2025-03-08 04:19:07.047483,346.35,travel
5,2025-03-10 17:03:06.713417,485.66,travel
5,2024-12-13 01:58:32.744572,186.66,others
6,2025-03-23 08:50:35.266898,472.18,travel
6,2025-03-15 06:30:48.757883,54.56,entertainment
6,2025-01-20 22:26:30.584648,144.83,others
6,2025-04-07 20:01:28.904789,130.19,bills
6,2024-12-28 23:34:47.632883,451.84,groceries
6,2025-04-05 15:17:22.571617,455.76,travel
6,2025-03-11 00:50:17.525090,300.87,entertainment
6,2025-01-21 02:19:17.986977,149.7,bills
6,2025-03-27 19:16:17.766681,293.9,others
6,2025-02-27 02:56:37.276566,339.12,travel
6,2025-02-27 09:58:07.351368,451.61,groceries
6,2024-12-22 11:34:03.190862,117.3,bills
6,2025-04-17 15:56:32.353182,444.41,bills
6,2024-12-15 20:08:07.361121,351.67,bills
6,2025-06-02 04:38:09.174400,101.2,groceries
6,2025-04-13 22:24:00.608988,312.43,bills
6,2025-01-17 02:26:27.041055,251.75,groceries
6,2024-12-30 20:04:50.387376,276.56,entertainment
6,2024-12-11 01:48:04.229109,401.63,bills
6,2025-01-15 23:29:38.611650,415.48,others
6,2024-12-07 16:01:24.801672,152.12,groceries
7,2025-04-06 21:38:57.170342,240.48,bills
7,2025-03-13 01:19:30.846863,115.97,bills
7,2025-01-30 10:58:56.176633,389.03,travel
7,2025-05-29 12:43:07.061245,400.92,groceries
7,2025-03-14 03:15:30.439484,107.7,groceries
7,2025-04-19 20:34:00.227146,293.2,groceries
7,2025-02-20 15:50:14.830961,294.63,travel
7,2025-05-27 09:43:21.955508,435.35,travel
7,2025-06-01 04:48:41.218446,211.6,others
7,2025-03-30 22:23:56.090018,319.27,others
7,2025-02-18 17:58:43.724362,470.28,bills
7,2025-03-23 02:23:06.873938,147.22,bills
7,2025-04-29 13:33:15.173528,216.68,groceries
7,2025-02-21 10:23:05.901623,126.21,groceries
7,2025-02-21 16:33:20.507330,56.47,entertainment
7,2025-05-29 01:47:15.627265,100.29,entertainment
7,2025-03-28 04:26:42.461169,34.36,entertainment
7,2024-12-24 11:33:22.609029,110.06,others
7,2024-12-31 21:44:15.348099,157.97,others
7,2025-01-15 14:16:29.949442,382.53,others
7,2025-02-20 07:03:00.688343,346.38,groceries
7,2025-02-09 00:13:38.654184,471.99,bills
7,2025-05-11 23:16:17.083300,484.71,groceries
7,2024-12-14 02:52:24.041214,272.51,entertainment
7,2024-12-04 02:22:56.383747,457.41,others
7,2025-04-20 20:48:47.551106,497.64,bills
7,2025-03-06 09:26:51.566730,223.49,groceries
7,2025-02-19 23:18:48.019423,140.39,bills
7,2025-01-13 05:22:42.499406,248.43,travel
7,2025-02-20 11:55:16.678338,406.95,entertainment
7,2024-12-20 10:35:07.884718,73.18,bills
7,2025-01-15 20:20:45.073285,19.84,travel
7,2025-05-08 21:42:07.445618,248.29,others
7,2025-05-09 22:30:19.758848,458.26,groceries
7,2025-03-06 03:20:07.785370,39.18,entertainment
7,2024-12-18 09:44:38.880307,215.83,others
7,2025-01-06 06:17:33.227330,206.09,travel
7,2025-01-05 19:40:27.480706,481.11,bills
7,2024-12-20 22:34:24.068609,136.17,others
7,2025-04-09 05:41:55.336599,185.28,entertainment
7,2025-02-21 10:37:33.336977,181.52,entertainment
7,2025-04-01 08:13:27.583359,443.69,groceries
7,2025-05-06 18:28:44.932991,128.81,bills
7,2025-05-19 10:27:16.454954,78.09,entertainment
7,2025-04-26 14:41:51.931383,15.32,entertainment
7,2025-05-16 09:55:16.275783,89.16,groceries
7,2025-01-18 14:10:58.854742,38.08,others
7,2024-12-26 06:50:01.176527,279.66,entertainment
7,2025-03-25 10:57:26.211616,274.08,entertainment
7,2025-01-09 07:41:28.407279,374.55,travel
7,2025-02-10 00:17:20.818989,229.58,bills
7,2025-03-05 21:51:17.706571,171.93,others
7,2025-03-31 04:24:34.834862,305.48,bills
7,2025-02-04 13:40:07.317493,98.93,entertainment
7,2025-02-04 13:05:06.109890,105.23,entertainment
7,2025-02-14 13:28:48.636459,106.37,bills
7,2025-04-26 16:56:45.615076,461.28,others
7,2025-04-09 02:24:58.198030,162.21,travel
7,2025-03-08 11:59:24.002753,244.63,bills
7,2025-03-19 10:30:57.384560,253.28,entertainment
7,2025-04-24 02:30:54.134235,312.84,entertainment
7,2025-02-19 13:23:57.146341,412.02,entertainment
7,2025-03-08 22:43:43.428437,207.4,travel
7,2025-04-16 22:04:48.996137,37.78,travel
7,2025-05-27 00:57:11.356406,90.02,bills
7,2025-05-04 02:08:15.065466,343.05,travel
7,2025-04-04 20:31:45.951536,480.52,others
7,2025-01-19 20:18:35.685422,39.66,others
7,2025-04-01 11:05:40.631902,306.72,entertainment
7,2025-05-21 03:54:52.024536,307.44,groceries
7,2025-04-22 11:16:23.150959,341.34,entertainment
7,2025-04-13 04:38:52.743416,138.47,entertainment
8,2025-01-03 19:24:11.895766,96.93,groceries
8,2025-02-11 21:10:48.098629,73.49,others
8,2025-04-05 19:22:49.764187,77.92,groceries
8,2024-12-13 03:24:54.339430,271.26,bills
8,2024-12-29 11:21:28.562638,450.5,others
8,2025-04-22 07:15:13.992733,419.64,groceries
8,2025-03-21 11:30:05.476155,164.55,bills
8,2024-12-23 16:38:37.555523,119.12,entertainment
8,2025-05-30 04:04:29.690088,137.97,entertainment
8,2025-03-13 00:16:32.013397,474.71,groceries
8,2025-01-27 18:02:55.447632,299.05,others
8,2025-04-01 19:16:41.647769,123.87,travel
8,2025-05-18 11:23:55.863303,87.52,travel
8,2025-03-06 03:54:21.325369,256.18,bills
8,2025-04-28 05:59:37.130750,451.04,groceries
8,2025-05-18 01:44:17.160096,261.88,bills
8,2025-03-15 18:47:25.828971,12.03,bills
8,2024-12-13 08:26:11.070613,141.11,groceries
8,2025-04-26 12:33:37.168532,30.86,others
8,2025-01-31 04:37:07.632003,426.26,others
8,2024-12-28 19:10:06.507388,96.56,others
8,2025-03-01 07:24:41.360895,383.69,groceries
8,2025-05-20 17:08:26.994589,75.69,bills
8,2025-04-19 07:00:20.861740,256.86,groceries
8,2025-02-01 11:05:02.979367,122.89,travel
8,2024-12-31 05:16:02.331599,170.04,others
8,2025-04-05 12:33:10.939359,468.56,bills
8,2024-12-22 20:29:27.062494,273.94,bills
8,2025-04-04 13:43:27.353336,288.22,groceries
8,2025-03-04 11:14:27.027526,12.54,groceries
8,2025-03-27 06:22:01.269021,127.11,travel
8,2025-06-01 23:56:02.556355,315.56,groceries
8,2024-12-06 01:10:30.531476,62.73,others
8,2025-05-14 13:02:16.770947,284.51,others
8,2025-01-22 16:36:48.520722,61.67,bills
8,2025-04-04 04:38:38.777553,167.65,entertainment
8,2025-04-02 13:58:17.440711,303.79,groceries
8,2025-01-25 16:45:43.864846,271.61,others
8,2025-02-21 13:58:40.352439,367.84,travel
8,2025-04-23 14:50:02.311582,375.06,entertainment
8,2025-01-21 07:31:17.251557,382.51,bills
8,2025-03-07 03:11:27.922025,26.64,entertainment
8,2025-04-16 00:26:23.091469,280.26,groceries
8,2025-05-23 04:07:49.123205,252.04,travel
8,2025-05-07 05:21:39.511556,268.23,bills
8,2025-01-03 10:05:20.908907,248.98,travel
8,2025-04-29 17:35:29.097451,289.35,others
8,2025-04-24 03:48:32.270626,335.14,travel
8,2025-04-05 21:06:51.189485,13.75,bills
8,2025-05-07 05:48:30.219374,331.65,groceries
8,2025-04-09 11:21:08.422450,61.1,groceries
8,2025-05-11 11:04:19.610260,329.01,bills
8,2025-03-13 11:58:01.978237,322.9,groceries
8,2025-05-23 09:35:12.079226,383.03,others
8,2025-02-18 21:45:11.172307,433.68,entertainment
8,2024-12-26 10:27:00.478827,463.4,groceries
8,2025-03-07 11:25:45.286668,236.05,groceries
8,2025-01-25 21:23:22.165664,270.07,travel
8,2025-03-19 17:39:45.788241,290.98,bills
8,2024-12-14 15:27:01.366387,18.21,entertainment
8,2025-05-31 10:56:41.203280,170.5,others
8,2025-02-22 13:11:33.777270,68.87,groceries
8,2025-05-13 20:09:42.804009,222.12,travel
8,2025-02-22 04:09:14.415029,307.59,others
8,2024-12-26 02:24:34.381613,342.24,others
8,2025-03-08 06:15:22.894007,188.92,groceries
8,2024-12-30 19:25:42.919509,231.22,travel
8,2025-06-02 15:25:27.731766,245.55,travel
9,2025-02-24 08:05:45.502063,458.52,groceries
9,2025-02-04 16:07:35.135572,325.83,entertainment
9,2025-04-21 01:25:12.872685,146.7,others
9,2025-04-24 06:57:31.684208,342.65,entertainment
9,2025-04-01 14:10:27.054320,268.48,others
9,2025-04-07 13:19:05.664553,117.27,bills
9,2025-03-12 17:31:49.002759,309.94,travel
9,2025-02-03 23:43:16.462661,110.04,entertainment
9,2025-04-29 13:39:59.642244,474.02,others
9,2025-05-30 08:44:57.257425,204.42,entertainment
9,2025-04-30 07:44:48.074587,358.08,travel
9,2025-05-31 15:10:05.862359,383.53,groceries
