user_id,timestamp,amount,bill_type
7,2025-03-17 04:36:52.447102,1058.66,internet
7,2025-01-19 21:12:48.093738,2437.4,mobile
7,2024-12-16 18:50:02.724076,1349.63,internet
7,2025-01-16 08:33:33.825256,1871.73,electricity
8,2024-12-16 03:37:12.425729,2591.59,internet
8,2025-02-12 00:31:29.549838,1363.3,electricity
8,2025-05-26 20:50:01.127420,589.61,electricity
8,2024-12-17 03:59:23.272769,2795.42,electricity
9,2024-12-18 19:59:17.603819,989.71,water
9,2025-01-11 13:07:26.076155,2894.9,internet
9,2025-04-07 04:48:57.687729,832.42,electricity
9,2025-05-16 16:35:45.398145,2659.71,mobile
9,2025-04-23 10:04:58.354342,625.09,water
9,2025-04-05 09:01:42.641684,2396.16,electricity
9,2025-02-18 18:03:21.961373,2150.2,water
9,2025-02-13 18:51:42.098737,517.45,internet
9,2025-05-25 08:46:03.874043,1058.95,electricity
9,2025-03-31 14:22:23.790788,2660.46,water
9,2025-01-21 11:52:15.316869,189.7,internet
9,2025-01-21 19:13:22.574279,1519.52,internet
10,2024-12-04 17:50:20.436854,2271.98,electricity
10,2025-02-14 12:52:14.479456,105.02,water
10,2025-04-10 06:00:40.371618,2401.05,electricity
10,2025-05-25 01:29:40.069806,810.62,water
10,2025-04-20 07:33:10.573269,423.49,internet
10,2025-01-25 01:45:42.223643,2558.75,internet
10,2025-02-02 22:38:55.535590,2362.25,mobile
10,2025-03-30 01:34:47.922684,2110.11,electricity
10,2024-12-25 01:14:49.222233,1327.46,water
10,2025-01-10 09:33:53.382296,741.82,internet
10,2025-03-31 10:31:40.907343,2386.98,internet
10,2025-01-14 16:07:25.409573,1426.59,water
10,2025-05-18 00:23:00.055824,1497.28,electricity
11,2025-01-01 17:42:13.826684,2582.96,mobile
11,2025-02-20 01:35:37.342759,2998.06,mobile
11,2025-02-20 05:10:19.710120,200.33,internet
11,2025-04-17 11:40:04.964603,1826.19,electricity
12,2025-03-10 18:25:19.422889,468.48,mobile
12,2025-02-22 16:38:39.042977,1995.92,electricity
12,2025-05-18 04:59:53.801123,2733.0,mobile
12,2025-03-10 03:54:37.372358,1157.83,water
12,2025-01-26 04:49:35.710558,1938.05,electricity
13,2025-04-01 16:35:21.446807,212.75,water
13,2025-05-14 20:08:56.623983,281.68,mobile
13,2025-01-05 19:02:39.139345,2749.53,internet
13,2025-05-09 01:10:46.960258,1224.37,mobile
14,2025-04-11 11:01:22.741766,1085.41,water
14,2025-02-27 10:34:32.855096,743.17,mobile
14,2025-05-09 09:33:56.367707,1875.98,mobile
14,2025-01-12 09:23:07.970794,1034.81,water
14,2025-03-08 19:45:20.938086,324.9,water
14,2025-04-11 23:48:25.886157,540.53,water
14,2025-03-31 22:12:27.718590,1340.14,internet
14,2025-04-30 02:10:45.903876,2077.75,mobile
14,2025-04-05 20:30:00.678410,1213.93,mobile
14,2024-12-08 23:40:01.104532,2002.53,internet
14,2025-04-15 22:06:38.132680,2139.52,mobile
14,2024-12-06 00:19:00.220357,327.55,water
15,2025-05-01 03:24:46.707797,2424.78,internet
15,2024-12-03 03:54:29.485374,1889.62,mobile
15,2025-01-13 10:36:02.748481,730.63,electricity
15,2024-12-10 15:12:59.749172,991.06,water
15,2025-01-20 13:18:28.065680,281.76,mobile
15,2025-01-22 01:22:04.123437,1435.49,internet
15,2025-05-05 20:34:31.032944,2218.13,electricity
15,2025-02-07 11:03:19.349224,1040.85,mobile
16,2025-01-12 05:55:28.603659,1057.44,mobile
16,2025-01-21 08:10:49.331025,2108.58,mobile
16,2025-05-27 01:50:47.376731,454.04,electricity
16,2025-05-21 14:15:39.553191,2798.65,mobile
16,2024-12-31 16:51:54.450951,521.36,electricity
16,2025-03-13 09:47:24.725056,312.58,internet
16,2025-02-27 01:29:15.710792,1001.33,water
16,2024-12-19 04:33:17.969203,627.62,electricity
16,2025-05-10 10:26:43.708545,2584.02,internet
16,2025-02-03 02:36:58.955271,540.57,mobile
16,2025-01-27 11:54:59.508909,1650.9,mobile
16,2025-04-24 20:07:20.747227,1415.54,electricity
16,2025-03-06 11:46:55.818759,2934.32,electricity
17,2025-05-18 15:04:41.882948,2887.86,water
17,2025-04-30 04:16:33.900981,594.29,mobile
17,2025-03-15 03:33:44.923872,661.53,internet
17,2025-04-26 07:41:31.544809,682.2,water
17,2025-04-05 07:19:13.947948,2981.51,electricity
17,2025-03-06 03:39:59.128295,2507.27,mobile
18,2025-03-25 06:34:51.201338,2380.0,internet
18,2025-04-20 19:14:59.834845,2939.62,internet
18,2025-01-19 03:46:43.131928,972.0,water
18,2024-12-25 05:26:29.825454,2616.92,water
18,2024-12-30 06:22:30.195949,1334.45,electricity
18,2025-04-05 15:13:48.824237,2792.9,electricity
18,2025-02-12 05:48:15.241538,1055.6,mobile
18,2025-03-10 01:53:09.394414,336.96,water
19,2025-04-12 18:33:44.969572,2229.81,electricity
19,2025-05-01 22:29:16.424860,1984.32,mobile
19,2024-12-02 23:54:20.108098,2737.72,mobile
19,2025-01-11 20:30:22.617256,622.88,electricity
20,2025-01-07 08:57:04.891945,1582.94,electricity
20,2024-12-15 05:27:12.897657,2160.33,internet
20,2025-04-24 00:01:36.624456,514.1,water
20,2025-01-05 09:02:07.320879,2126.52,internet
20,2025-04-15 12:42:02.788886,1617.75,water
20,2025-04-11 20:39:47.523263,993.48,electricity
20,2025-05-01 18:13:41.324436,281.89,internet
21,2025-05-22 00:49:57.068822,228.65,electricity
21,2025-04-19 21:59:31.042584,2339.16,mobile
21,2025-01-21 18:58:25.647586,667.91,internet
21,2025-01-22 18:31:42.142119,1646.93,electricity
22,2025-04-27 04:10:51.509975,1862.34,water
22,2025-04-05 02:53:21.493890,2100.93,electricity
22,2025-05-04 18:08:32.445029,169.19,internet
22,2025-02-13 01:40:33.078119,2106.72,internet
22,2025-02-14 20:29:45.970588,2680.55,water
22,2025-01-13 08:12:29.428054,1260.78,internet
22,2025-04-08 22:52:24.059870,1702.1,internet
22,2025-03-20 07:16:55.503546,1696.18,mobile
22,2025-02-24 06:16:26.472700,2410.12,electricity
23,2025-05-14 02:57:34.123572,1824.75,electricity
23,2025-01-15 15:54:15.460954,1172.56,internet
23,2025-01-26 15:50:38.176762,1041.54,electricity
23,2025-02-06 06:21:28.262102,1662.22,electricity
23,2025-01-16 18:13:12.204887,314.91,electricity
23,2025-02-18 22:20:18.825320,1331.0,mobile
23,2024-12-21 01:06:31.234043,1000.87,internet
23,2025-01-04 05:56:13.034742,530.15,water
23,2025-03-14 16:09:50.497507,190.67,electricity
24,2025-02-14 00:05:59.037712,2770.32,internet
24,2025-01-20 04:33:46.387573,2014.2,electricity
24,2025-02-08 11:12:18.864090,1424.88,internet
24,2025-01-28 02:39:48.695736,263.26,mobile
24,2024-12-09 00:24:36.375696,2680.6,mobile
24,2025-03-01 15:57:15.482522,1129.12,electricity
25,2024-12-26 07:53:30.547383,1140.77,water
25,2025-02-06 12:09:27.307813,1360.31,internet
25,2025-02-01 18:49:05.468918,2504.14,internet
25,2025-04-28 05:14:27.463239,2204.94,internet
25,2024-12-26 09:57:20.850149,2632.14,mobile
26,2025-03-17 14:41:49.763665,2106.27,water
26,2025-02-12 00:17:21.758705,2137.87,electricity
26,2024-12-17 07:46:46.134792,2063.66,mobile
26,2024-12-13 11:36:22.518035,2372.88,internet
26,2024-12-10 18:03:10.907231,1025.71,electricity
26,2025-01-03 23:06:51.689078,547.14,water
26,2025-01-06 11:44:24.175202,2374.61,internet
27,2024-12-07 18:19:59.633156,2154.03,electricity
27,2025-03-07 09:24:18.580204,1022.18,water
27,2025-02-08 12:07:40.605947,463.2,electricity
27,2025-01-23 15:17:03.345164,1584.07,water
27,2025-05-19 15:35:37.189186,1576.28,water
27,2025-03-24 10:24:51.064646,143.65,electricity
27,2025-01-31 16:04:20.470827,2655.19,electricity
28,2025-05-13 07:55:29.132425,2819.0,electricity
28,2025-03-10 00:32:00.843889,2356.43,mobile
28,2025-04-03 08:34:59.301983,2139.99,internet
29,2025-01-27 20:36:31.931488,2675.82,mobile
29,2025-01-24 18:43:09.649699,687.25,electricity
29,2025-03-08 14:40:41.066409,827.24,water
29,2025-01-07 06:16:58.052411,1788.76,electricity
29,2025-01-16 04:46:22.482376,2542.4,water
29,2025-03-31 09:25:19.742880,2493.43,internet
30,2025-02-11 05:19:35.217293,1419.72,mobile
30,2025-03-21 04:15:40.540845,484.41,internet
30,2025-01-05 11:26:13.719260,1599.0,mobile
30,2025-05-02 18:49:08.925327,2202.29,electricity
30,2025-03-08 05:40:22.904246,672.36,mobile
30,2024-12-18 05:52:42.200642,1842.17,internet
31,2025-01-17 22:01:48.284945,2590.29,electricity
31,2025-04-25 12:43:20.726641,1466.25,water
31,2024-12-05 08:26:00.373444,407.6,water
31,2025-05-02 08:42:19.064344,1810.01,mobile
32,2025-04-23 12:27:07.734768,1061.29,internet
32,2025-01-30 20:26:50.114332,2812.27,water
32,2024-12-16 04:06:43.774512,726.79,electricity
32,2025-03-03 06:59:19.465172,2979.24,mobile
32,2025-04-05 00:19:15.760266,2032.11,mobile
32,2025-04-29 10:22:17.156025,2668.74,electricity
32,2025-05-13 18:47:24.705123,2366.0,electricity
32,2025-02-16 15:49:33.979415,1910.29,electricity
33,2025-02-07 07:37:07.044686,1927.23,internet
33,2025-05-04 10:16:34.584624,2024.75,electricity
33,2025-05-31 16:49:09.679363,1206.24,water
33,2025-03-11 04:09:19.434334,2670.65,internet
33,2025-05-12 04:51:19.376858,2249.51,water
33,2024-12-22 15:34:39.211114,217.6,mobile
33,2024-12-11 01:40:21.717001,2719.4,mobile
33,2025-04-21 18:27:19.787435,326.6,water
33,2025-04-30 14:36:16.468834,2780.09,water
33,2025-01-25 17:52:36.414817,1065.34,electricity
33,2025-04-26 02:55:45.141895,1468.85,water
34,2025-04-06 02:15:39.372885,293.53,internet
34,2024-12-29 15:50:39.535406,644.15,electricity
34,2025-05-18 03:46:34.772657,2627.1,mobile
34,2025-05-10 23:52:01.967698,240.81,water
34,2025-01-18 14:54:39.256451,1067.85,water
34,2025-02-05 03:03:44.264624,678.36,water
34,2024-12-26 17:52:17.844222,1264.18,water
34,2025-01-17 12:38:10.659797,2524.62,water
34,2025-05-04 01:42:04.755429,1538.32,mobile
34,2025-02-24 02:24:57.913890,496.93,water
34,2025-05-02 21:13:46.793727,2854.69,internet
34,2025-02-22 08:33:17.449172,231.41,internet
34,2024-12-07 17:08:19.324801,1673.69,internet
34,2025-05-21 04:53:32.072996,2484.16,electricity
34,2025-02-17 07:35:32.119302,2223.56,electricity
35,2025-02-20 07:05:30.565202,1436.79,electricity
35,2025-05-01 12:33:40.143716,760.5,water
35,2025-01-02 06:39:41.175099,185.72,internet
35,2025-03-08 03:14:30.793501,1095.54,water
35,2025-03-27 11:58:34.806435,1086.48,water
35,2025-03-31 17:48:35.151275,1547.89,internet
35,2025-03-05 06:52:48.955872,297.81,mobile
35,2025-03-02 21:50:05.068499,2485.79,water
35,2025-04-08 15:51:03.966464,684.43,water
35,2024-12-25 21:02:29.284545,1583.75,water
35,2025-04-26 05:29:34.265060,2556.12,water
35,2025-02-07 21:55:07.773213,1001.63,internet
36,2025-04-03 00:56:41.409138,2473.24,mobile
36,2025-01-25 13:44:10.121027,2500.81,water
36,2024-12-28 00:12:23.633573,401.43,internet
36,2025-05-16 12:12:55.259815,411.59,mobile
36,2025-05-25 17:00:25.343569,2093.35,mobile
36,2025-03-11 17:50:25.064924,1169.09,mobile
36,2024-12-07 08:09:00.840569,2824.62,mobile
37,2025-01-15 23:36:55.079754,232.38,mobile
37,2025-02-02 23:34:25.055688,1773.9,water
37,2025-05-31 00:25:24.295458,1044.7,electricity
37,2024-12-13 09:28:00.751073,1476.5,electricity
37,2025-05-03 06:13:19.348955,2008.68,internet
37,2025-01-28 19:25:47.275136,1424.56,internet
37,2025-05-28 20:31:00.652930,2298.72,water
38,2024-12-08 08:44:27.769482,1142.56,water
38,2025-05-11 09:05:40.250615,2653.45,mobile
38,2025-03-06 03:17:11.301110,2382.41,internet
38,2025-04-28 23:27:22.847439,1817.09,electricity
38,2025-03-18 20:46:44.673627,1957.54,water
38,2025-03-20 20:37:12.318388,2254.49,mobile
38,2025-01-27 03:06:39.336606,315.21,electricity
38,2025-03-24 09:44:10.035899,1004.75,electricity
38,2025-02-04 22:33:27.863672,1114.24,mobile
38,2025-02-16 02:28:10.738063,2110.63,mobile
38,2025-04-06 09:26:48.045978,2707.26,water
38,2025-02-21 16:05:02.498065,2161.6,internet
39,2025-04-05 12:55:39.294033,2680.98,mobile
39,2025-01-29 18:21:01.332526,1644.66,mobile
39,2024-12-21 22:47:28.220744,2009.56,water
39,2025-03-01 05:32:06.404546,2146.94,mobile
39,2025-05-07 01:29:25.332014,2689.64,mobile
39,2025-03-26 07:09:40.427422,2375.7,water
39,2025-05-01 23:24:06.166066,434.75,water
39,2025-04-29 17:37:12.759087,1537.42,internet
39,2025-04-06 14:57:27.166449,1867.05,mobile
39,2025-04-28 20:50:18.460176,814.66,mobile
39,2024-12-22 20:59:54.160414,1724.69,electricity
39,2025-01-20 06:23:51.818039,1546.27,internet
40,2025-01-26 23:34:05.275118,1329.08,internet
40,2025-01-09 11:45:43.520228,619.21,water
40,2025-05-26 10:14:21.094309,2086.97,electricity
40,2025-05-31 15:46:39.855097,1860.95,electricity
40,2025-03-07 08:53:06.633245,667.83,water
40,2025-04-26 21:16:08.069107,676.95,water
40,2025-03-09 10:12:34.498249,2341.61,electricity
40,2025-04-17 03:26:39.824574,917.48,mobile
40,2024-12-25 04:47:22.846896,2580.61,internet
40,2025-01-16 08:03:21.775655,2773.38,electricity
40,2025-01-11 22:45:52.331541,2551.82,water
40,2025-02-12 22:06:08.032607,2924.57,water
40,2025-04-12 21:38:35.603755,437.29,internet
40,2025-04-09 15:45:07.978182,1316.51,water
40,2025-05-09 19:16:06.956545,502.57,electricity
41,2025-05-19 06:58:17.607506,2046.4,mobile
41,2024-12-12 13:38:46.943950,2383.3,electricity
41,2025-04-12 18:13:55.624064,2830.01,electricity
41,2025-02-11 00:02:09.660796,998.35,water
41,2025-03-28 17:18:36.644900,2364.73,internet
41,2025-06-02 16:40:51.222700,2793.67,mobile
41,2025-05-28 17:24:57.195709,2621.36,water
41,2025-03-15 16:46:22.929791,2070.16,water
41,2025-05-20 19:04:20.254693,482.17,internet
42,2025-03-08 17:49:35.102087,1149.8,internet
42,2025-01-18 18:30:11.690915,285.82,mobile
42,2025-04-04 12:52:14.333421,658.23,mobile
42,2025-01-21 18:12:13.332571,1323.55,mobile
42,2024-12-10 05:11:58.061686,1128.93,electricity
42,2024-12-27 05:12:59.714239,561.76,water
42,2025-01-17 09:43:55.692755,1612.6,internet
42,2024-12-20 00:52:39.981000,1996.37,mobile
42,2025-02-02 15:11:32.900027,2509.12,water
42,2025-01-25 02:13:20.639426,2993.75,water
42,2025-05-01 20:02:44.655743,514.33,internet
42,2025-04-15 21:07:25.702874,2748.2,mobile
42,2025-03-03 18:10:57.083509,1404.8,electricity
43,2025-04-24 19:34:22.596326,301.0,electricity
43,2025-01-25 12:54:50.142215,1981.55,internet
43,2024-12-06 22:20:23.937854,1169.34,water
43,2025-04-23 07:26:12.672321,178.29,electricity
44,2025-05-21 11:43:52.010215,2649.25,mobile
44,2025-05-22 16:55:34.291939,680.47,mobile
44,2025-03-27 18:21:45.277554,1855.01,electricity
44,2024-12-29 17:49:02.046063,914.0,internet
44,2024-12-27 06:09:17.294060,1150.79,water
44,2025-03-04 01:58:06.145810,471.57,water
45,2025-03-23 10:09:48.208701,811.26,internet
45,2025-04-27 05:18:58.750577,460.03,mobile
45,2025-06-01 18:46:04.365001,1878.9,electricity
45,2024-12-17 21:38:42.672972,453.01,electricity
45,2025-05-12 16:09:15.202972,2768.91,electricity
46,2025-05-13 15:28:46.423301,2371.26,water
46,2024-12-06 07:40:18.634495,2794.89,internet
46,2025-01-27 09:18:30.728600,2798.29,electricity
46,2025-02-21 04:20:51.759618,1458.03,internet
46,2025-02-16 21:52:17.265237,1446.86,electricity
46,2024-12-13 19:31:40.301241,373.79,mobile
46,2025-05-23 02:05:40.725191,438.05,mobile
46,2025-05-25 11:13:23.802918,674.04,water
46,2025-04-16 11:11:10.587343,2294.79,internet
46,2025-02-14 22:08:35.014761,2840.31,mobile
47,2025-05-06 15:26:32.450732,892.66,internet
47,2025-03-25 03:23:34.734759,475.02,mobile
47,2025-03-29 01:47:02.900163,1519.84,water
47,2025-05-18 22:21:02.427386,1332.72,mobile
47,2025-04-21 09:19:37.376993,199.71,electricity
47,2025-01-30 10:40:21.106752,2674.96,water
47,2025-04-05 04:41:51.081897,737.56,electricity
47,2025-03-08 20:21:24.078480,1372.71,mobile
47,2025-04-25 12:51:28.148742,1025.77,electricity
48,2025-03-26 17:47:46.966591,999.87,internet
48,2024-12-28 12:25:44.437327,2081.43,electricity
48,2024-12-20 13:06:27.922073,1840.17,mobile
48,2024-12-10 12:23:13.006711,1155.73,water
48,2025-02-15 05:48:15.614556,1536.93,internet
48,2025-03-21 04:33:45.264445,117.88,water
48,2025-01-14 15:00:06.154737,2781.47,water
48,2024-12-31 04:55:19.149097,2779.23,electricity
48,2025-04-15 10:27:13.887074,1901.44,internet
48,2025-02-24 00:24:52.948770,1909.03,electricity
48,2025-05-01 18:43:19.388099,967.61,water
48,2025-05-16 15:49:05.698939,178.05,water
48,2025-01-05 15:02:59.743831,2930.13,electricity
48,2025-05-31 22:34:22.889298,2823.72,electricity
49,2025-02-15 12:04:28.733162,2826.69,water
49,2025-04-11 07:37:17.167710,2722.65,electricity
49,2025-05-09 14:50:40.297876,705.12,electricity
49,2025-03-08 17:03:31.796733,1343.06,internet
49,2024-12-07 00:21:25.714223,2229.84,electricity
49,2024-12-11 12:50:32.142126,1877.99,electricity
49,2025-02-16 13:43:25.774224,767.58,mobile
49,2025-05-24 10:06:20.204643,748.39,internet
49,2025-05-12 13:43:16.918608,2706.53,water
49,2024-12-26 12:32:54.677332,2987.33,internet
49,2025-03-16 04:09:57.704124,935.12,internet
49,2025-02-24 22:48:43.883020,1350.07,mobile
49,2025-02-13 02:48:44.321343,413.87,water
49,2025-02-23 15:30:22.643361,913.52,mobile
49,2025-02-22 05:26:55.171921,1619.13,water
50,2025-02-13 23:07:19.640872,2508.95,internet
50,2025-03-16 16:46:35.207315,2802.84,electricity
50,2024-12-06 04:33:43.115721,1067.33,mobile
50,2025-06-01 20:16:51.545856,330.91,water
50,2024-12-19 10:28:30.815320,1782.5,internet
50,2025-01-24 16:19:06.534271,179.14,electricity
50,2025-02-19 18:07:41.138365,249.18,electricity
50,2025-04-05 13:20:26.920745,1929.89,electricity
50,2025-04-01 23:06:17.881648,2004.64,water
50,2025-03-31 21:17:00.174757,1285.67,internet
50,2025-05-20 10:48:29.641375,2930.77,electricity
50,2025-01-27 09:40:44.640012,2103.65,mobile
50,2025-03-23 13:44:19.736477,2899.39,internet
51,2025-04-28 02:40:50.568420,2143.15,water
51,2024-12-22 20:03:17.850652,1228.94,internet
51,2025-01-04 17:22:24.330968,345.15,internet
51,2025-01-25 00:41:50.667864,1182.75,internet
51,2025-03-13 17:49:57.251751,279.64,water
51,2025-05-19 22:52:16.543528,2832.51,mobile
51,2025-02-12 02:51:24.827625,1512.8,mobile
51,2025-02-18 19:13:10.786923,704.64,mobile
51,2025-02-20 11:49:17.716435,2236.49,electricity
51,2025-02-06 01:03:47.813292,1412.54,water
51,2024-12-22 13:47:44.252803,2109.46,water
51,2025-02-01 08:11:11.383252,880.61,mobile
51,2025-02-10 04:30:27.433719,1540.87,internet
51,2025-03-28 12:52:57.999197,2601.67,internet
51,2025-03-26 16:56:42.506644,1362.59,mobile
52,2025-02-12 22:48:04.185886,1974.58,internet
52,2025-03-11 04:06:45.352522,1571.42,internet
52,2025-01-28 03:23:03.393610,2635.19,water
52,2025-05-24 00:51:08.971609,853.39,mobile
52,2025-01-23 10:54:25.365399,2924.78,water
52,2025-05-10 07:01:03.488487,283.76,electricity
53,2025-05-23 03:45:51.682939,756.67,water
53,2025-04-10 22:14:34.602352,1439.17,water
53,2025-04-05 00:21:51.893210,2423.49,electricity
53,2025-02-15 21:21:20.651236,2323.97,electricity
53,2025-04-02 00:03:05.634454,777.57,electricity
53,2025-05-17 22:08:17.914728,2689.82,electricity
53,2025-05-19 00:00:21.883632,2496.86,internet
53,2025-02-03 23:47:56.229457,529.5,mobile
53,2024-12-18 23:19:53.984868,2218.21,water
53,2025-03-23 17:41:55.623879,1717.26,electricity
53,2024-12-03 08:39:08.639969,2984.57,water
53,2025-01-14 19:17:59.612647,359.27,internet
53,2025-02-05 09:44:51.212484,1770.56,electricity
54,2024-12-10 03:37:38.714593,830.94,electricity
54,2025-02-18 19:40:37.650167,1766.43,mobile
54,2024-12-24 15:05:42.856063,1297.8,water
54,2025-03-19 02:55:13.941886,726.61,water
54,2025-05-30 19:48:40.457362,629.11,electricity
54,2025-03-14 20:56:16.886327,1717.86,electricity
55,2025-04-26 20:19:40.146826,2550.79,water
55,2025-05-06 01:20:09.614288,1651.0,water
55,2024-12-24 22:45:24.887164,2758.38,mobile
55,2025-03-29 00:56:13.475630,2176.73,electricity
55,2025-03-26 23:08:10.486534,1715.31,electricity
55,2025-01-21 22:25:55.405507,2481.83,mobile
55,2024-12-25 03:13:47.062194,2555.67,internet
55,2025-05-27 15:28:59.698141,2009.65,mobile
56,2025-02-17 06:47:46.357566,2663.46,internet
56,2025-01-04 11:11:43.395619,761.87,electricity
56,2024-12-03 17:46:14.406086,1526.84,internet
56,2025-06-01 01:33:45.268789,614.81,mobile
56,2025-03-21 03:14:37.730003,2343.3,internet
56,2025-03-01 12:09:00.847720,2035.33,mobile
56,2024-12-31 02:33:44.118207,689.27,water
56,2025-02-11 12:44:35.995211,453.71,internet
56,2025-05-18 15:49:01.386578,1767.29,water
57,2025-01-25 03:23:44.126810,1143.4,water
57,2025-05-08 00:46:07.720674,2259.57,water
57,2025-01-14 20:43:45.335034,2501.54,electricity
57,2025-02-20 00:21:06.939039,2926.68,internet
57,2025-04-08 17:57:45.976180,1495.43,internet
57,2025-05-07 16:03:06.427094,2250.75,internet
57,2025-01-26 00:51:32.033334,1712.66,internet
57,2025-05-20 09:53:43.623639,495.52,internet
57,2025-03-21 04:00:23.448090,768.68,internet
57,2024-12-11 15:45:20.705384,991.49,water
57,2025-02-04 15:20:48.568274,2772.78,internet
57,2025-02-26 21:09:29.692614,2905.43,water
57,2025-03-19 02:33:45.062411,1327.93,internet
57,2025-04-25 10:58:13.248770,1470.13,water
58,2025-02-21 16:46:58.882654,1519.68,mobile
58,2025-05-26 08:02:49.531687,576.39,water
58,2025-05-04 07:05:19.633509,2580.18,water
58,2025-03-09 00:59:26.279236,1479.31,electricity
58,2025-03-21 10:22:13.336139,2270.55,water
58,2024-12-07 01:19:55.126123,1350.01,water
58,2024-12-31 14:53:04.097492,2547.99,internet
59,2025-04-29 17:51:55.074842,1910.01,electricity
59,2024-12-15 13:00:10.658556,1002.97,mobile
59,2025-03-24 19:59:32.857907,844.31,water
59,2025-05-31 03:42:04.893473,1871.17,internet
59,2024-12-26 12:16:45.427425,1124.26,internet
59,2025-05-28 19:07:59.872767,2328.31,internet
59,2025-04-29 19:48:08.328362,384.61,water
59,2024-12-10 15:34:44.858387,1824.21,mobile
60,2024-12-16 13:25:02.348925,1403.51,water
60,2025-02-05 15:30:37.071708,2014.53,internet
60,2025-05-02 07:09:19.046075,2566.75,mobile
60,2025-05-15 17:26:38.830274,298.51,internet
61,2024-12-10 17:45:30.461022,642.38,mobile
61,2025-03-10 11:43:52.744149,933.98,internet
61,2025-05-09 15:28:43.461200,1867.51,water
61,2025-04-30 06:43:37.105070,2123.13,mobile
61,2025-04-09 22:48:55.728957,1261.62,electricity
61,2025-05-18 22:39:30.377535,594.04,internet
61,2024-12-25 22:26:13.064354,2813.09,mobile
61,2025-05-07 14:53:56.824692,2741.03,electricity
61,2024-12-21 07:14:38.468997,2165.63,water
61,2024-12-06 09:47:33.433853,2026.29,electricity
61,2025-06-01 12:46:37.531420,2265.59,water
61,2024-12-03 07:38:45.944791,2314.29,electricity
61,2025-01-04 14:41:34.485031,1718.42,electricity
61,2025-03-01 08:07:29.145127,343.81,mobile
61,2024-12-06 12:35:25.690773,1299.83,internet
62,2025-04-12 22:46:10.289505,1688.9,mobile
62,2025-05-16 04:21:09.264750,462.36,mobile
62,2025-01-11 07:22:07.450192,2039.25,mobile
62,2024-12-28 11:40:13.401293,716.44,electricity
62,2025-03-15 18:26:08.030785,2246.48,mobile
62,2024-12-24 02:40:41.688920,2926.53,internet
62,2025-04-13 06:54:53.570421,587.93,mobile
