user_id,timestamp,platform,amount,is_returned
7,2025-04-19 10:40:53.885268,Amazon,1254.95,True
7,2025-01-26 10:05:21.169475,Flipkart,1053.69,True
7,2025-05-21 19:44:23.045697,Amazon,1783.83,False
7,2025-05-07 07:48:53.745321,Meesho,1087.49,False
7,2025-05-22 16:11:10.703338,Flipkart,1760.17,False
7,2025-02-27 12:03:30.142699,Amazon,442.66,True
8,2025-04-04 14:12:24.160870,Flipkart,1412.75,False
8,2025-05-11 03:08:24.951523,Amazon,1394.48,False
8,2024-12-05 07:25:46.955544,Amazon,937.37,True
8,2024-12-16 00:02:29.704102,Amazon,430.51,False
8,2025-01-08 21:11:35.026153,Amazon,1622.09,False
8,2024-12-15 03:43:14.007318,Meesho,360.13,False
8,2025-01-15 19:42:49.943322,Flipkart,991.9,False
8,2025-02-26 17:22:45.025832,Flipkart,112.79,True
8,2025-04-12 20:34:36.000642,Amazon,643.83,False
9,2025-01-02 23:56:19.339671,Meesho,145.68,True
9,2025-03-14 11:51:50.404381,Flipkart,1267.05,True
9,2024-12-03 05:17:17.055981,Meesho,744.81,False
9,2025-03-10 10:56:28.558346,Amazon,1681.86,False
9,2025-02-09 05:38:51.379214,Meesho,766.11,False
9,2024-12-27 21:07:16.452959,Meesho,743.38,True
9,2024-12-23 05:47:47.143109,Meesho,670.56,False
9,2025-05-30 01:31:52.038868,Amazon,565.71,False
9,2025-03-08 07:08:03.889879,Flipkart,1134.29,False
9,2025-05-27 23:57:23.680972,Flipkart,1172.96,False
10,2024-12-14 20:56:54.609329,Flipkart,76.9,True
10,2025-02-15 03:48:27.840577,Flipkart,232.87,False
10,2025-03-21 09:59:04.483162,Amazon,1736.8,True
10,2024-12-06 23:27:33.995224,Amazon,1805.68,False
10,2025-03-18 10:13:34.415122,Amazon,1093.8,True
10,2025-02-15 13:24:30.090697,Amazon,1122.36,True
10,2024-12-23 07:24:44.101056,Meesho,967.3,True
10,2025-05-31 22:18:03.584434,Flipkart,766.37,False
11,2025-03-19 09:26:40.378733,Flipkart,357.03,False
11,2025-05-16 01:27:49.364548,Meesho,588.02,True
11,2025-02-21 05:07:29.296129,Meesho,1858.97,False
12,2025-02-17 20:42:29.184230,Flipkart,1087.53,True
12,2025-03-23 09:12:50.972853,Amazon,1420.54,False
12,2025-05-08 04:27:28.106826,Amazon,1114.19,True
12,2025-02-11 05:46:04.306585,Amazon,1146.54,True
12,2025-02-02 22:15:31.841329,Meesho,696.04,True
12,2025-01-05 02:05:54.730751,Meesho,588.49,True
13,2025-02-14 23:45:45.972403,Meesho,1198.07,True
13,2024-12-05 07:36:35.632716,Amazon,1362.73,False
13,2025-02-28 22:24:09.879002,Flipkart,1019.07,True
13,2025-05-21 18:17:04.259084,Meesho,366.18,False
14,2025-02-10 05:52:11.194197,Amazon,778.03,True
14,2025-04-15 17:57:29.937985,Flipkart,1580.57,True
14,2025-03-25 09:03:43.095932,Amazon,1553.31,False
14,2025-01-25 18:29:21.047961,Amazon,656.06,True
14,2025-04-24 23:57:24.793546,Flipkart,310.34,True
14,2025-05-30 12:25:24.866667,Meesho,1571.54,True
14,2025-05-28 21:07:40.479720,Meesho,535.09,True
14,2025-04-19 00:39:06.295763,Flipkart,1793.0,False
14,2025-03-24 08:31:41.691994,Amazon,1288.18,False
15,2025-04-28 01:15:45.748917,Flipkart,870.35,False
15,2025-03-11 07:31:23.389813,Amazon,249.63,False
16,2025-03-16 11:16:55.319916,Amazon,1136.91,False
16,2025-03-15 06:34:19.644668,Amazon,360.32,True
17,2024-12-29 17:07:13.534343,Flipkart,313.3,True
17,2024-12-11 19:12:13.800758,Flipkart,1716.11,False
17,2024-12-25 10:07:57.924732,Meesho,424.0,True
17,2025-03-09 12:55:56.959334,Meesho,136.83,False
17,2025-04-16 23:25:59.086232,Flipkart,626.99,True
17,2025-05-12 03:35:14.258868,Amazon,1722.94,True
17,2025-01-20 22:22:47.400014,Amazon,353.02,True
18,2025-01-10 07:29:18.327956,Meesho,1946.0,False
18,2025-05-28 02:30:15.261768,Meesho,532.8,False
18,2025-05-10 04:28:30.945083,Meesho,723.85,True
18,2025-03-07 10:57:24.783510,Meesho,442.16,True
18,2025-02-25 18:57:20.348198,Amazon,1070.66,True
18,2025-05-17 01:37:20.716465,Flipkart,804.04,False
18,2025-01-30 05:00:45.740910,Meesho,553.05,True
18,2025-04-23 09:37:22.116318,Meesho,417.31,True
18,2025-01-01 02:27:07.567939,Amazon,1195.15,True
18,2025-01-25 03:45:42.836870,Meesho,291.47,False
19,2025-03-23 13:04:45.814513,Amazon,1655.48,False
19,2025-01-28 08:52:48.640003,Flipkart,952.49,False
19,2025-04-07 10:04:45.695585,Amazon,1204.23,True
19,2025-05-22 03:51:53.379355,Meesho,87.92,True
19,2025-01-20 14:52:07.827138,Flipkart,1278.59,True
19,2025-02-13 04:03:01.616526,Meesho,1667.94,False
19,2025-05-07 04:46:25.290663,Meesho,1143.47,True
19,2025-03-30 20:50:14.406055,Flipkart,1420.36,True
20,2025-05-19 21:07:31.126272,Flipkart,1805.41,True
20,2025-05-11 14:36:16.821145,Meesho,1114.07,True
21,2025-02-10 18:31:22.474988,Meesho,945.22,False
21,2025-05-17 05:39:07.762562,Amazon,1458.86,True
21,2025-05-09 22:04:59.297693,Meesho,1974.59,True
22,2025-05-29 05:14:26.751602,Amazon,1630.33,True
22,2025-05-17 10:58:34.265134,Flipkart,1937.14,False
22,2024-12-07 11:49:53.762284,Amazon,1037.95,True
22,2024-12-07 19:51:01.413940,Amazon,179.55,False
22,2024-12-15 14:14:33.854852,Amazon,253.89,False
22,2025-02-27 01:17:14.000601,Meesho,1975.0,False
23,2025-01-04 14:34:45.912985,Flipkart,389.94,False
23,2025-01-21 21:34:13.332982,Flipkart,60.57,True
23,2024-12-18 13:00:29.143777,Flipkart,1159.51,True
23,2025-03-18 10:36:15.707819,Flipkart,302.31,True
23,2025-05-09 16:03:17.907758,Flipkart,162.9,False
23,2025-05-30 18:31:13.271668,Flipkart,1550.21,False
23,2025-01-24 06:35:05.370417,Flipkart,636.08,False
23,2025-01-14 18:30:06.190704,Flipkart,729.14,True
23,2025-02-15 02:32:38.447083,Flipkart,433.06,False
23,2025-04-24 18:10:24.050466,Meesho,1241.23,True
24,2025-03-01 00:24:44.481592,Flipkart,620.04,True
24,2025-06-02 17:54:55.296131,Flipkart,1486.04,False
24,2025-02-06 23:35:34.362045,Amazon,1803.44,True
24,2025-03-02 18:18:22.301837,Meesho,859.95,False
24,2025-05-03 01:55:21.331323,Flipkart,1385.24,False
24,2025-02-04 16:16:59.880120,Amazon,276.88,True
24,2025-04-21 06:29:57.856077,Amazon,1781.98,True
24,2025-02-06 15:17:27.855737,Meesho,1497.54,True
24,2025-04-11 10:14:07.551848,Amazon,673.2,True
25,2024-12-30 12:10:15.103748,Meesho,359.3,True
25,2025-04-12 17:39:40.044936,Amazon,703.65,False
25,2025-05-20 17:46:08.535606,Amazon,1234.58,False
26,2025-05-27 03:41:38.969099,Flipkart,89.43,True
26,2025-03-25 03:59:02.291316,Meesho,67.73,False
26,2025-01-24 20:49:18.455984,Amazon,535.87,True
26,2025-01-22 17:58:02.523914,Flipkart,860.43,True
26,2024-12-02 22:39:10.897062,Meesho,1304.43,False
26,2025-02-28 13:12:19.637825,Flipkart,1033.25,True
27,2024-12-20 16:30:56.581722,Amazon,724.31,True
27,2025-04-14 23:57:03.978118,Meesho,1327.66,True
27,2025-03-15 20:36:11.603159,Amazon,1007.63,True
27,2025-04-22 00:59:55.738619,Flipkart,1442.96,False
28,2025-02-18 15:42:19.095233,Amazon,148.03,True
28,2025-03-10 16:50:29.825003,Flipkart,256.29,True
28,2025-04-08 04:11:26.108866,Amazon,545.43,False
28,2025-04-13 14:39:11.344261,Amazon,623.27,True
28,2025-02-14 20:53:42.867053,Flipkart,1991.74,True
28,2024-12-16 12:08:27.590055,Amazon,862.96,True
28,2025-03-22 23:28:54.156292,Meesho,563.12,False
28,2025-05-05 02:30:48.178824,Meesho,1658.25,False
28,2025-03-16 15:25:43.549980,Meesho,1133.25,True
29,2024-12-29 13:49:52.165416,Flipkart,830.31,False
29,2025-04-02 21:12:21.028098,Flipkart,818.72,False
29,2025-05-24 06:32:04.636843,Meesho,801.45,True
29,2025-01-09 09:59:15.723947,Flipkart,1097.49,False
29,2025-05-20 11:11:23.953575,Meesho,1004.01,False
29,2025-02-03 19:13:07.760028,Meesho,95.31,True
30,2025-05-25 07:41:06.933713,Meesho,229.02,True
30,2025-04-02 04:43:08.213754,Flipkart,315.45,True
30,2025-03-15 20:38:33.493745,Flipkart,1635.0,False
30,2025-04-02 16:37:59.466471,Amazon,658.8,True
30,2025-01-19 18:51:35.778862,Meesho,751.85,False
30,2025-02-13 17:02:33.719039,Amazon,972.37,True
30,2025-01-21 21:50:31.786961,Amazon,410.11,True
30,2025-04-28 08:35:17.915681,Meesho,661.62,False
30,2025-02-13 14:46:16.748335,Meesho,193.11,False
31,2025-04-18 22:25:40.384499,Amazon,1428.06,True
31,2025-01-13 17:01:48.295351,Amazon,253.14,False
31,2025-02-09 22:37:03.142076,Amazon,1424.74,False
31,2024-12-31 02:10:58.124415,Flipkart,912.25,False
32,2025-02-16 17:20:08.317687,Amazon,1185.88,False
32,2025-01-03 16:02:29.588978,Flipkart,803.93,False
32,2025-03-17 10:05:44.885842,Amazon,1202.08,True
32,2025-02-24 22:17:08.301372,Meesho,1049.04,False
32,2024-12-24 15:00:25.784125,Meesho,171.01,False
32,2025-02-23 15:55:23.645804,Amazon,1714.59,True
32,2025-01-08 15:19:33.970092,Meesho,395.06,True
32,2025-02-17 20:25:38.151203,Amazon,1513.86,True
32,2025-01-16 10:47:01.615107,Amazon,1360.33,False
32,2025-05-26 05:52:29.267636,Amazon,1518.41,True
33,2025-01-06 23:20:08.507924,Meesho,1325.54,True
33,2025-04-21 06:55:18.414275,Amazon,879.57,False
33,2025-02-11 19:43:26.400767,Amazon,86.22,True
33,2024-12-31 00:16:32.159628,Amazon,95.38,False
34,2025-04-23 09:28:14.583611,Amazon,526.17,True
34,2025-02-08 03:35:25.204035,Flipkart,1005.35,True
34,2024-12-06 18:00:43.928777,Meesho,733.14,True
34,2025-01-05 15:39:20.668036,Flipkart,1544.98,True
34,2025-02-18 03:58:01.732970,Meesho,1639.73,True
35,2025-03-19 17:44:36.929571,Amazon,1169.66,True
35,2025-01-06 11:19:13.918588,Meesho,724.38,False
35,2025-01-14 11:35:57.605837,Amazon,1377.91,True
35,2025-06-01 11:07:20.105418,Flipkart,1682.35,True
35,2025-03-25 05:15:45.444458,Flipkart,1665.31,False
36,2025-05-04 02:13:37.853992,Meesho,1274.74,True
36,2025-01-19 09:19:58.782691,Amazon,1695.65,False
36,2025-04-15 14:35:28.396895,Flipkart,1578.57,True
37,2024-12-25 08:53:58.422874,Flipkart,300.62,False
37,2025-01-29 22:32:40.103870,Meesho,123.95,False
37,2025-05-23 02:43:53.760097,Flipkart,117.51,True
37,2025-03-20 13:43:05.382508,Amazon,1234.28,True
37,2025-04-06 01:08:30.668861,Flipkart,1309.1,True
37,2025-04-30 11:52:45.381930,Amazon,1123.97,True
37,2025-02-05 15:33:48.458222,Amazon,768.69,True
37,2025-04-25 22:24:40.680368,Amazon,1253.16,False
37,2024-12-23 15:22:00.778903,Amazon,1742.21,True
38,2025-04-06 19:50:02.182824,Meesho,238.54,False
38,2025-03-11 23:21:10.019030,Amazon,1843.68,False
39,2025-02-20 20:26:08.295897,Flipkart,1784.23,True
39,2024-12-07 05:30:20.614065,Meesho,1961.4,False
39,2025-05-16 04:38:51.893280,Flipkart,1958.54,False
39,2025-03-24 06:03:27.662049,Meesho,761.16,False
39,2025-01-16 18:05:34.602493,Meesho,185.15,True
39,2025-02-21 03:03:56.320291,Meesho,665.84,True
39,2024-12-15 20:30:42.248807,Meesho,965.31,True
39,2025-03-18 05:50:05.313967,Amazon,941.16,True
39,2025-01-20 17:37:50.258842,Flipkart,1259.5,False
40,2025-05-17 12:32:19.714754,Meesho,685.3,False
40,2025-03-19 11:11:38.434190,Meesho,547.95,False
40,2025-04-28 18:42:19.927849,Flipkart,907.58,True
40,2025-05-29 16:13:17.483806,Flipkart,387.37,True
40,2025-02-17 17:45:33.609896,Meesho,1167.47,False
40,2024-12-13 09:36:00.364238,Flipkart,1035.18,False
40,2025-02-12 16:44:46.789420,Flipkart,935.12,True
41,2025-01-26 18:37:57.125536,Meesho,552.73,True
41,2025-02-13 11:52:55.888566,Meesho,491.22,True
41,2025-05-31 07:41:36.982766,Flipkart,509.33,True
41,2024-12-09 14:03:13.742068,Meesho,260.39,False
41,2025-02-09 12:13:59.267237,Flipkart,467.59,False
41,2025-03-10 16:23:30.865961,Amazon,1017.18,False
41,2025-04-26 08:04:44.013580,Amazon,633.72,False
41,2025-05-08 12:47:27.448701,Flipkart,742.69,False
41,2025-01-22 03:05:03.457932,Meesho,551.26,True
42,2025-01-24 17:39:53.838141,Meesho,1525.1,True
42,2025-01-28 08:57:23.709839,Meesho,1948.58,True
42,2025-04-18 21:11:56.460603,Amazon,160.27,False
43,2025-03-28 15:31:58.520100,Meesho,1825.7,False
43,2025-04-05 13:15:08.429401,Flipkart,1908.71,True
43,2025-02-18 19:12:12.267466,Meesho,55.69,False
43,2025-01-01 10:46:03.487111,Amazon,1670.91,False
43,2024-12-17 01:33:26.214204,Amazon,1532.24,False
44,2024-12-27 19:03:55.111687,Amazon,1026.98,False
44,2025-04-11 19:11:19.577710,Amazon,350.81,True
44,2025-06-02 16:29:10.869977,Flipkart,1037.72,True
44,2025-05-25 18:37:04.358759,Amazon,162.97,True
44,2025-04-19 12:19:39.432440,Meesho,139.0,False
44,2024-12-05 12:43:27.232467,Meesho,843.63,True
44,2025-03-31 14:12:05.540216,Flipkart,121.95,True
44,2025-03-30 11:53:27.283586,Flipkart,1070.38,True
44,2025-02-12 16:20:14.820835,Meesho,313.27,False
45,2025-01-23 04:53:38.436415,Meesho,708.37,False
45,2025-05-07 19:39:23.646996,Amazon,1710.4,True
45,2025-01-09 05:00:37.364919,Meesho,302.26,True
45,2025-04-05 08:33:16.495825,Meesho,71.03,False
45,2025-04-10 15:59:40.491778,Meesho,712.68,True
45,2025-04-15 16:10:23.913976,Flipkart,1384.86,False
45,2025-05-25 11:21:03.702486,Flipkart,408.88,True
45,2025-04-11 09:12:16.386878,Amazon,1432.16,True
46,2024-12-08 11:26:10.750491,Meesho,1656.74,True
46,2024-12-15 22:02:48.702669,Flipkart,1484.14,True
46,2025-04-24 19:45:02.423855,Flipkart,1083.52,True
46,2025-01-27 18:07:57.810439,Amazon,995.92,False
46,2024-12-30 00:08:05.487836,Meesho,266.95,False
47,2025-01-01 17:35:51.003306,Amazon,1489.77,True
47,2025-03-20 13:40:29.970785,Flipkart,1999.31,False
48,2025-01-17 20:50:51.460038,Meesho,1411.02,True
48,2025-05-20 06:24:58.950083,Meesho,477.5,False
48,2025-04-24 04:07:43.073509,Meesho,1862.89,True
48,2025-05-21 00:33:53.417027,Amazon,54.94,False
48,2025-04-25 11:04:55.363765,Meesho,314.62,False
48,2025-02-10 19:16:08.975324,Flipkart,802.31,True
49,2025-02-07 21:16:39.345439,Meesho,1730.33,False
49,2024-12-24 16:30:45.908872,Meesho,1715.77,False
49,2025-01-12 11:36:21.509485,Flipkart,1905.58,False
49,2024-12-26 18:27:50.033050,Meesho,210.96,False
49,2025-01-11 07:11:57.323144,Amazon,446.73,True
49,2025-02-06 07:24:45.931318,Amazon,1078.49,False
49,2025-05-04 09:52:07.930786,Meesho,193.47,True
49,2025-02-03 08:56:29.020802,Flipkart,1406.86,True
49,2025-04-01 14:52:24.688389,Meesho,843.5,True
49,2024-12-26 21:55:05.282475,Amazon,625.22,True
50,2025-02-13 01:11:07.187645,Amazon,881.01,False
50,2025-04-22 09:56:44.584826,Amazon,555.66,True
50,2025-03-26 10:41:33.147004,Flipkart,595.89,False
50,2025-03-28 12:42:16.557936,Meesho,573.55,False
50,2025-05-30 02:27:56.167594,Amazon,1970.35,False
50,2025-02-21 10:48:16.647594,Amazon,81.9,False
50,2024-12-17 10:16:53.064485,Amazon,1831.9,True
51,2025-02-27 23:09:29.008998,Meesho,1215.59,True
51,2025-04-17 22:55:39.331059,Meesho,1381.56,False
51,2025-01-18 00:15:41.764051,Meesho,171.15,True
51,2025-02-17 15:44:43.396428,Flipkart,715.43,False
51,2025-03-14 06:15:01.071153,Meesho,1626.39,False
51,2024-12-16 20:39:19.421347,Meesho,282.13,False
51,2025-01-20 11:15:13.556498,Meesho,1072.76,False
52,2025-01-25 13:47:24.153271,Meesho,657.95,False
52,2025-03-09 09:07:55.880327,Amazon,1916.42,True
52,2025-04-11 19:05:31.147960,Amazon,1257.36,True
52,2025-02-28 18:54:34.924753,Flipkart,864.71,False
52,2025-05-18 05:22:35.305634,Amazon,1826.61,False
52,2025-05-27 16:05:26.171743,Flipkart,909.94,True
52,2025-05-12 10:54:36.747056,Meesho,988.17,False
52,2025-01-17 11:48:14.114046,Amazon,1627.52,False
53,2024-12-26 00:01:40.648219,Flipkart,1151.7,False
53,2025-03-03 03:44:59.958774,Flipkart,1142.53,True
53,2024-12-08 21:50:30.778531,Amazon,1994.95,True
53,2025-02-11 03:01:40.506217,Meesho,1921.6,True
53,2025-04-10 05:51:27.905232,Amazon,1612.94,True
53,2025-03-26 11:41:14.144049,Amazon,1832.94,False
53,2025-03-12 12:02:57.534446,Amazon,1404.87,False
54,2025-01-04 18:32:36.753147,Amazon,1642.13,True
54,2025-03-13 15:20:45.245190,Amazon,337.19,True
54,2025-01-11 21:23:41.846694,Flipkart,1832.52,True
54,2025-06-01 08:12:46.563107,Flipkart,874.73,False
54,2025-04-22 18:31:50.098119,Meesho,1985.41,True
54,2025-03-04 05:50:30.708121,Flipkart,1982.61,True
54,2024-12-30 05:27:04.823939,Amazon,283.46,True
54,2025-03-04 03:11:12.601196,Amazon,1279.92,True
54,2025-02-15 01:45:36.085433,Amazon,1872.41,True
54,2024-12-18 19:30:30.792919,Amazon,1811.92,False
55,2025-05-12 01:10:13.569043,Amazon,333.89,False
55,2025-06-03 04:24:02.868315,Amazon,333.82,False
55,2025-05-21 16:18:15.718574,Amazon,1548.84,True
55,2025-05-26 17:44:53.241242,Meesho,571.74,False
55,2025-01-04 20:12:24.868606,Amazon,900.68,True
55,2025-03-08 10:03:35.890922,Meesho,398.46,True
55,2025-01-13 11:55:14.834396,Meesho,1582.5,False
55,2024-12-11 23:50:11.877507,Meesho,170.81,False
56,2025-05-17 01:01:46.936316,Amazon,1037.27,True
56,2025-02-27 06:27:49.863675,Flipkart,976.37,True
56,2025-05-31 08:26:51.732443,Flipkart,1975.67,False
56,2025-01-12 08:29:59.963142,Flipkart,1248.98,False
56,2024-12-11 06:50:35.345369,Flipkart,1384.19,True
56,2025-01-13 10:19:29.200691,Meesho,1104.25,False
56,2025-01-04 19:40:46.950690,Flipkart,444.09,True
56,2025-04-25 12:39:09.548279,Amazon,1932.24,True
57,2025-04-16 07:53:03.034552,Meesho,1660.73,False
57,2025-05-27 05:01:45.535433,Meesho,614.49,False
57,2025-03-06 01:59:19.378798,Amazon,1532.83,True
57,2025-02-16 23:19:13.097670,Amazon,287.54,True
58,2025-05-22 18:22:59.408974,Amazon,766.54,False
58,2025-01-26 16:53:30.373766,Amazon,1286.82,False
58,2025-01-10 17:20:25.214656,Meesho,523.41,True
58,2025-05-13 18:43:53.629887,Meesho,1151.18,False
58,2025-03-23 11:34:13.307682,Meesho,1806.5,False
59,2025-03-28 01:02:26.399394,Meesho,679.66,False
59,2025-05-03 06:45:03.418087,Flipkart,311.35,True
60,2025-04-23 17:10:46.261569,Meesho,273.22,True
60,2025-04-11 16:36:52.003104,Meesho,1192.22,False
60,2025-02-12 15:40:47.662093,Meesho,1372.45,False
60,2025-05-08 10:19:58.875212,Flipkart,1283.39,False
61,2025-02-14 13:21:01.910371,Flipkart,1907.03,False
61,2025-01-25 09:04:12.226967,Amazon,572.25,True
61,2024-12-05 08:52:13.221848,Flipkart,1804.38,True
61,2025-01-16 16:49:11.910448,Meesho,1938.71,True
62,2025-04-15 22:57:00.177764,Amazon,1891.25,True
62,2025-04-24 15:42:24.541416,Meesho,646.13,True
62,2025-01-10 19:42:27.525059,Amazon,1141.78,True
62,2025-01-11 23:20:19.081195,Flipkart,1996.41,True
62,2025-05-15 20:05:42.162773,Flipkart,1195.14,True
63,2025-02-10 04:28:09.159109,Meesho,536.67,True
63,2025-04-15 07:00:49.270540,Amazon,1304.17,True
63,2025-03-26 11:24:45.813333,Meesho,978.95,True
63,2025-04-28 16:13:26.112383,Flipkart,891.53,True
63,2025-02-02 13:24:19.656486,Meesho,448.93,False
63,2025-02-08 18:33:32.711319,Amazon,219.76,True
64,2025-01-21 07:23:07.978928,Amazon,498.76,False
64,2024-12-28 18:40:16.609879,Meesho,623.66,False
64,2025-04-11 00:00:52.301007,Amazon,1621.49,False
64,2025-03-21 13:28:02.763513,Flipkart,971.7,True
64,2025-01-14 09:41:36.871803,Meesho,1301.12,False
64,2025-04-04 19:45:58.138599,Flipkart,676.65,True
64,2025-01-05 23:06:01.104784,Meesho,285.3,False
64,2024-12-14 14:49:00.076820,Meesho,1315.16,True
64,2025-02-01 03:46:00.809010,Amazon,612.86,False
64,2025-01-25 15:47:22.745522,Flipkart,1506.2,False
65,2025-02-18 13:35:46.570051,Meesho,77.06,True
65,2025-04-14 04:26:22.347528,Amazon,762.84,True
65,2024-12-05 12:20:28.566617,Meesho,287.36,True
65,2024-12-18 13:25:39.701947,Flipkart,907.95,False
65,2025-05-04 00:28:50.765933,Amazon,1498.19,False
65,2025-02-19 14:50:38.315915,Amazon,1183.09,False
66,2025-05-20 23:10:39.454438,Meesho,523.06,True
66,2025-05-27 01:47:29.320597,Amazon,782.63,True
66,2024-12-09 23:30:15.779841,Amazon,678.0,False
66,2025-02-05 08:57:55.679484,Amazon,170.19,True
66,2025-04-05 07:56:40.703434,Amazon,918.97,False
66,2025-05-06 21:58:35.367874,Meesho,119.89,True
66,2025-04-02 21:44:59.220920,Meesho,1675.87,False
66,2025-04-03 07:11:33.707671,Amazon,738.5,True
66,2024-12-07 18:54:54.509343,Amazon,220.13,False
67,2024-12-26 12:47:18.235272,Flipkart,1189.74,False
67,2025-04-05 12:28:19.046105,Meesho,277.01,True
67,2025-03-13 23:48:09.455986,Amazon,726.42,False
67,2024-12-03 19:53:54.630016,Flipkart,526.4,True
67,2024-12-08 11:28:58.299971,Flipkart,272.32,False
67,2025-02-14 02:42:50.670594,Amazon,1814.31,True
68,2025-04-04 23:39:16.387097,Meesho,1806.99,True
68,2024-12-05 19:55:33.668236,Amazon,1044.8,False
69,2025-03-01 04:35:05.449691,Amazon,542.29,True
69,2025-05-11 19:43:41.492512,Flipkart,1586.76,True
69,2025-03-27 02:58:55.014662,Flipkart,1264.39,False
69,2025-04-08 23:36:22.854626,Flipkart,1016.68,False
69,2025-05-19 14:35:10.022023,Flipkart,1586.17,True
69,2024-12-14 10:16:58.109481,Amazon,1209.25,False
69,2025-05-12 07:17:08.772246,Meesho,858.4,False
69,2025-01-14 17:26:27.467643,Meesho,1693.67,True
69,2025-06-01 11:01:05.660076,Flipkart,126.03,False
70,2025-05-01 16:59:02.179577,Meesho,1349.21,True
70,2025-05-26 08:33:50.761984,Meesho,949.36,False
71,2025-03-26 11:06:19.504767,Amazon,975.69,False
71,2024-12-23 21:01:09.003329,Meesho,1532.66,True
71,2024-12-29 21:40:11.165257,Flipkart,1561.35,False
71,2024-12-24 15:34:09.857338,Meesho,1505.79,False
71,2025-01-14 07:11:20.856373,Amazon,1093.52,True
71,2025-05-19 09:50:48.256744,Amazon,1431.1,False
71,2025-01-24 05:51:54.758135,Flipkart,1729.21,False
71,2025-06-01 07:39:58.093122,Amazon,1479.44,True
71,2025-05-16 07:38:42.301951,Meesho,1504.88,True
72,2025-03-02 16:32:24.644469,Flipkart,996.33,True
72,2025-03-08 17:27:31.763298,Flipkart,626.28,False
72,2025-05-27 13:55:40.568755,Amazon,741.11,True
72,2025-04-15 17:26:06.523731,Amazon,579.07,True
72,2025-04-03 08:32:38.214462,Amazon,1929.21,False
72,2025-06-02 05:03:27.994154,Amazon,1477.73,False
73,2025-02-18 10:02:08.731900,Meesho,1831.5,False
73,2025-05-25 04:01:17.182001,Meesho,1401.43,True
73,2025-02-25 23:41:16.244214,Flipkart,341.69,False
73,2025-04-30 10:21:57.802435,Flipkart,835.06,True
73,2025-02-26 05:29:54.870773,Flipkart,1398.24,True
73,2025-03-31 12:20:27.232478,Flipkart,1905.52,True
73,2025-05-17 15:54:15.500423,Meesho,1726.04,False
73,2025-01-04 13:12:56.476828,Amazon,1021.87,True
73,2025-03-29 06:27:11.419550,Meesho,1922.8,False
73,2025-01-29 05:42:12.334176,Flipkart,1290.37,True
74,2024-12-08 23:05:49.951839,Amazon,1106.5,False
74,2025-05-31 09:20:05.965919,Meesho,561.82,True
75,2025-05-18 13:26:51.447452,Amazon,1736.1,True
75,2025-03-05 08:51:48.115411,Amazon,1642.13,False
75,2025-04-13 02:34:09.418564,Meesho,1891.69,False
75,2025-05-28 09:25:28.164978,Amazon,1529.82,True
75,2025-02-20 00:05:24.360075,Meesho,561.06,False
75,2025-03-23 21:38:46.523429,Flipkart,756.85,False
75,2025-04-08 22:00:01.551554,Meesho,1110.26,True
75,2025-05-02 01:38:47.105474,Amazon,1947.53,False
76,2025-02-25 23:54:04.736226,Meesho,855.32,False
